id.a	id.b	pmid	txt	db
1029	29950	10580009,15065884	Reconstituted Complex; Two-hybrid	BioGRID
1029	29950	10580009,15065884	-	HPRD
1029	84687	11278317	Affinity Capture-Western; Reconstituted Complex; Two-hybrid	BioGRID
1029	84687	11278317	-	HPRD
1029	84687	11278317	SPINO interacts with p14ARF.	BIND
1029	4194	11297540	Affinity Capture-Western	BioGRID
1029	1877	12446718	Affinity Capture-Western; Two-hybrid	BioGRID
1029	1877	12446718	-	HPRD
1029	2286	12606707	Affinity Capture-Western	BioGRID
1029	7319	12640129	Affinity Capture-Western	BioGRID
1029	6135	14612427	Affinity Capture-Western	BioGRID
1029	84725	15107860	Reconstituted Complex	BioGRID
1029	6790	17353931	Affinity Capture-MS	BioGRID
1029	51147	18775696	Affinity Capture-Western	BioGRID
1029	1869	12082609	p14ARF interacts with E2F-1.	BIND
1029	10075	15989956	ARF interacts with ARF-BP1.	BIND
1029	9611	15729358	NCOR1 (N-CoR) interacts with p-p14(ARF) (p14(ARF) promoter).	BIND
1029	9612	15729358	NCOR2 (SMRT) interacts with p-p14(ARF) (p14(ARF) promoter).	BIND
1029	5602	16007099	CDKN2A (p16INK4a) interacts with MAPK10 (JNK3)	BIND
1029	5599	16007099	CDKN2A (p16INK4a) interacts with MAPK8 (JNK1)	BIND
1029	7486	15355988	p14 interacts with WRN.	BIND
1029	1031	8259215	-	HPRD
1029	3091	11382768	p14ARF interacts with HIF-1alpha.	BIND
1029	4609	15361884	p14ARF interacts with c-Myc.	BIND
1029	5702	14665636	p14ARF interacts with TBP-1.	BIND
1029	7528	15210108	YY1 interacts with p14ARF.	BIND
1029	4171	15232106	-	HPRD
1029	55602	12154087	-	HPRD
1029	57862	12370286	-	HPRD
1029	79800	12154087	-	HPRD
1030	10094	16169070	Two-hybrid	BioGRID
1030	57562	16169070	Two-hybrid	BioGRID
1030	60492	16169070	Two-hybrid	BioGRID
1030	8518	16169070	Two-hybrid	BioGRID
1030	4110	16189514	Two-hybrid	BioGRID
1030	9063	15580267	Miz1 interacts with p-p15Ink4b.	BIND
1030	7709	11283613	-	HPRD
1031	10589	16169070	Two-hybrid	BioGRID
1031	10980	16169070	Two-hybrid	BioGRID
1031	2661	16169070	Two-hybrid	BioGRID
1031	4809	16169070	Two-hybrid	BioGRID
1031	55791	16169070	Two-hybrid	BioGRID
1031	60492	16169070	Two-hybrid	BioGRID
1031	7088	16169070	Two-hybrid	BioGRID
1031	7157	16169070	Two-hybrid	BioGRID
1031	84060	16169070	Two-hybrid	BioGRID
1031	9094	16169070	Two-hybrid	BioGRID
1031	54814	17353931	Affinity Capture-MS	BioGRID
1032	79735	16189514	Two-hybrid	BioGRID
1033	1050	11684017	-	HPRD
1033	1033	8127873,8242750	-	HPRD
1036	7428	17353931	Affinity Capture-MS	BioGRID
1039	5585	9637778	Two-hybrid	BioGRID
1039	5585	9637778	-	HPRD
1041	1041	11739386	Reconstituted Complex	BioGRID
1041	1041	11739386	-	HPRD
1041	5650	15140227	Biochemical Activity	BioGRID
1043	2175	6186	in vivo	BioGRID
1045	1387	10066780	Affinity Capture-Western; Reconstituted Complex	BioGRID
1045	1387	10066780	-	HPRD
1045	2033	10506141	Affinity Capture-Western; Reconstituted Complex	BioGRID
1045	2033	10506141	-	HPRD
1045	5080	10506141	Affinity Capture-Western; Reconstituted Complex	BioGRID
1045	5080	10506141	-	HPRD
1045	6927	10677375	Reconstituted Complex	BioGRID
1045	6927	10677375	-	HPRD
1045	1045	7935448	-	HPRD
1047	2515	11784061	Affinity Capture-Western	BioGRID
1047	2515	11784061	-	HPRD
1047	8759	11784061	Affinity Capture-Western	BioGRID
1048	2130	16189514	Two-hybrid	BioGRID
1048	4670	11406629	-	HPRD
1050	1051	1840554	Reconstituted Complex	BioGRID
1050	1051	1840554	-	HPRD
1050	2099	9817600	Reconstituted Complex	BioGRID
1050	2908	9817600	Reconstituted Complex	BioGRID
1050	2908	11818365	-	HPRD
1050	5915	9817600	Reconstituted Complex	BioGRID
1050	23054	11302752,14734562	Affinity Capture-Western; Co-localization; Two-hybrid	BioGRID
1050	23054	11302752	ASC-2 interacts with C/EBP alpha.	BIND
1050	6688	12091339	Affinity Capture-Western	BioGRID
1050	6688	12091339	-	HPRD
1050	4088	12524424	Reconstituted Complex	BioGRID
1050	4089	12524424	Reconstituted Complex	BioGRID
1050	1499	12861022	Affinity Capture-Western	BioGRID
1050	1499	12861022	-	HPRD
1050	4609	12873812	Affinity Capture-Western	BioGRID
1050	4609	12873812	-	HPRD
1050	4488	12925529	Reconstituted Complex	BioGRID
1050	4488	12925529	-	HPRD
1050	1386	14734562	Affinity Capture-Western; Co-localization; Two-hybrid	BioGRID
1050	1386	9139739	-	HPRD
1050	6927	8288579	-	HPRD
1050	1052	1840554	-	HPRD
1050	5981	12509469	-	HPRD
1050	8554	15588942	C/EBP-alpha interacts with PIAS1.	BIND
1050	4057	15588942	C/EBP-alpha interacts with the lactoferrin promoter.	BIND
1051	4790	1518839	Reconstituted Complex	BioGRID
1051	4790	1518839	-	HPRD
1051	1052	1840554	Reconstituted Complex	BioGRID
1051	1052	1840554	-	HPRD
1051	6688	7594592	Reconstituted Complex	BioGRID
1051	6688	7594592	-	HPRD
1051	2099	7651415,9817600	Reconstituted Complex	BioGRID
1051	2099	7651415	-	HPRD
1051	1649	8662954,12706815	Affinity Capture-Western; Reconstituted Complex	BioGRID
1051	1649	1547942	-	HPRD
1051	1649	15775988	DDIT3 (CHOP) interacts with CEBPB (NF-IL6).	BIND
1051	6722	9032301,10318842	Affinity Capture-Western; Reconstituted Complex; Two-hybrid	BioGRID
1051	6722	11500490	-	HPRD
1051	2033	9343424	Affinity Capture-Western; Phenotypic Enhancement; Reconstituted Complex; Two-hybrid	BioGRID
1051	2033	9343424	-	HPRD
1051	9221	9553145	Phenotypic Enhancement; Reconstituted Complex	BioGRID
1051	9221	8972203,9553145	-	HPRD
1051	3190	9553145	Reconstituted Complex	BioGRID
1051	3190	9553145	-	HPRD
1051	5970	9570146,12707271	Affinity Capture-Western; Reconstituted Complex	BioGRID
1051	5970	9570146,12707271	-	HPRD
1051	10155	9742105,11711437	Affinity Capture-Western; Reconstituted Complex	BioGRID
1051	10155	9742105,11711437	-	HPRD
1051	5915	9817600	Reconstituted Complex	BioGRID
1051	2908	9817600	Reconstituted Complex; Two-hybrid	BioGRID
1051	2908	9817600	-	HPRD
1051	6599	10619021	Affinity Capture-Western	BioGRID
1051	6599	10619021	-	HPRD
1051	6595	10619021	Affinity Capture-Western; Reconstituted Complex	BioGRID
1051	5594	11500490	Biochemical Activity	BioGRID
1051	5925	11596110	Reconstituted Complex	BioGRID
1051	5925	11596110	-	HPRD
1051	4602	11792321	Co-crystal Structure	BioGRID
1051	4602	11792321	-	HPRD
1051	3297	11801594	Affinity Capture-Western; Reconstituted Complex	BioGRID
1051	3297	11801594	-	HPRD
1051	2308	11893744	Reconstituted Complex	BioGRID
1051	2308	11893744	-	HPRD
1051	1956	12095417	Affinity Capture-Western	BioGRID
1051	1956	12095417	-	HPRD
1051	1054	12177065	Reconstituted Complex	BioGRID
1051	1054	12177065	-	HPRD
1051	4088	12524424	Reconstituted Complex	BioGRID
1051	4088	12524424	-	HPRD
1051	4089	12524424	Reconstituted Complex	BioGRID
1051	4089	12202226	CEBPB (C/EBP-beta) interacts with SMAD4. This interaction was modeled on a demonstrated interaction between CEBPB and SMAD4, both from unspecified species.	BIND
1051	4089	12524424	-	HPRD
1051	6667	12665574,12847250	Affinity Capture-Western	BioGRID
1051	6667	12847250	-	HPRD
1051	3159	12665574	Affinity Capture-Western; Reconstituted Complex	BioGRID
1051	3159	12665574	-	HPRD
1051	1385	12773552	Affinity Capture-Western; Reconstituted Complex	BioGRID
1051	1385	12773552	-	HPRD
1051	4609	12873812	Affinity Capture-Western	BioGRID
1051	4609	12873812	-	HPRD
1051	1958	12947119	Reconstituted Complex; Two-hybrid	BioGRID
1051	1958	12947119	-	HPRD
1051	1958	12947119	Egr1 interacts with c/EBP-beta. This interaction was modeled on a demonstrated interaction between mouse Egr1 and human c/EBP-beta.	BIND
1051	9441	14759369	Affinity Capture-Western	BioGRID
1051	9439	14759369	Affinity Capture-Western; Reconstituted Complex	BioGRID
1051	9439	14759369	-	HPRD
1051	1386	9139739	-	HPRD
1051	6597	10619021	-	HPRD
1051	6598	10619021	-	HPRD
1051	6776	11158330	-	HPRD
1051	6778	9712049	-	HPRD
1051	2002	1547942	-	HPRD
1051	5553	12202480	The MBP-P2 promoter interacts with C/EBP-beta.	BIND
1051	6880	10821850	-	HPRD
1052	5970	9570146	Reconstituted Complex	BioGRID
1052	5970	9570146	-	HPRD
1052	4088	12524424	Affinity Capture-Western; Reconstituted Complex	BioGRID
1052	4089	12524424	Affinity Capture-Western; Reconstituted Complex	BioGRID
1052	1054	12177065	-	HPRD
1052	1053	15588942	C/EBP-epsilon interacts with C/EBP-delta to form a heterodimer.	BIND
1052	4057	15588942	C/EBP-delta interacts with the lactoferrin promoter.	BIND
1052	5925	15674331	C/EBP-delta interacts with Rb.	BIND
1052	1869	15674331	C/EBP-delta interacts with E2F1.	BIND
1053	4602	10233885	Reconstituted Complex	BioGRID
1053	4602	10233885	-	HPRD
1053	8554	15588942	C/EBP-epsilon interacts with PIAS1.	BIND
1053	8554	15588942	-	HPRD
1053	4057	15588942	C/EBP-epsilon interacts with the lactoferrin promoter.	BIND
1053	7329	15588942	C/EBP-epsilon interacts with UBE2I.	BIND
1053	7750	15588942	C/EBP-epsilon interacts with ZNF198.	BIND
1053	1649	15588942	C/EBP-epsilon interacts with CHOP.	BIND
1053	4302	15588942	C/EBP-epsilon interacts with AF17.	BIND
1053	23641	15588942	C/EBP-epsilon interacts with LDOC1.	BIND
1053	26037	15588942	C/EBP-epsilon interacts with E6TP1.	BIND
1053	5553	12202480	The MBP-P2 promoter interacts with C/EBP-epsilon.	BIND
1053	5925	12947005	Rb interacts with C/EBPepsilon.	BIND
1053	2623	12202480	C/EBP-epsilon interacts with GATA-1.	BIND
1053	6688	12202480	C/EBP-epsilon interacts with PU.1.	BIND
1053	1869	12947005	E2F-1 interacts with C/EBPepsilon.	BIND
1054	1649	16189514	Two-hybrid	BioGRID
1054	4302	16189514	Two-hybrid	BioGRID
1054	81488	16189514	Two-hybrid	BioGRID
1054	22809	1371974	-	HPRD
1054	1054	12177065	-	HPRD
1054	2353	7665092	-	HPRD
1058	8352	15282608	Reconstituted Complex	BioGRID
1058	8352	15282608	-	HPRD
1058	8361	15282608	-	HPRD
1058	1729	15085137	mDia1 interacts with CENP-A.  This interaction was modelled on a demonstrated interaction between mDia1 from mouse and CENP-A from human.	BIND
1058	1730	15085137	mDia3 interacts with CENP-A.	BIND
1058	10038	12217960	-	HPRD
1059	9464	11812799	Two-hybrid	BioGRID
1059	9464	11812799	-	HPRD
1059	10038	12217960	-	HPRD
1060	7343	8702533	Reconstituted Complex	BioGRID
1060	7343	8702533	-	HPRD
1060	1616	9645950	Two-hybrid	BioGRID
1060	1616	9645950	-	HPRD
1060	9656	14578343	Protein-peptide	BioGRID
1062	1063	9763420	-	HPRD
1063	1063	7642639	Two-hybrid	BioGRID
1063	1063	7642639	-	HPRD
1063	8940	11549288	Two-hybrid	BioGRID
1063	8940	11549288	-	HPRD
1063	8315	9497340	-	HPRD
1063	2305	15654331	FoxM1 interacts with the CENP-F promoter.	BIND
1066	2990	10562416	Affinity Capture-Western	BioGRID
1066	2990	10562416	-	HPRD
1066	1066	12679808	Co-crystal Structure	BioGRID
1066	1066	12679808	-	HPRD
1069	7508	11279143	Co-purification; Reconstituted Complex	BioGRID
1069	7508	11279143	-	HPRD
1069	9814	14504268	Reconstituted Complex	BioGRID
1069	9814	14504268	-	HPRD
1069	5887	11279143	-	HPRD
1070	5147	16169070	Two-hybrid	BioGRID
1070	55791	16169070	Two-hybrid	BioGRID
1070	9094	16169070	Two-hybrid	BioGRID
1071	2130	16189514	Two-hybrid	BioGRID
1071	4023	9374130	-	HPRD
1072	3985	10436159	Affinity Capture-Western	BioGRID
1072	6093	10436159	Affinity Capture-Western	BioGRID
1072	3984	10436159,12963706	Biochemical Activity	BioGRID
1072	3984	9655398	-	HPRD
1072	10487	11950878	Affinity Capture-MS	BioGRID
1072	10487	11950878	-	HPRD
1072	7167	12359716	Affinity Capture-Western	BioGRID
1072	7167	12359716	-	HPRD
1072	84817	14607843	Affinity Capture-MS	BioGRID
1072	10808	14733918	Reconstituted Complex; Two-hybrid	BioGRID
1072	26292	16169070	Two-hybrid	BioGRID
1072	6876	17353931	Affinity Capture-MS	BioGRID
1072	54434	15660133	Unphosphorylated SSH-1L interacts with and dephosphorylates cofilin.	BIND
1080	6804	9384384,12209004	Affinity Capture-Western; Reconstituted Complex	BioGRID
1080	6804	9384384	-	HPRD
1080	6804	9384384,12446681	Syntaxin 1A interacts with CFTR.	BIND
1080	9368	9613608,9671706,9677412,10852925,12403779,12471024,12615054	Affinity Capture-Western; Protein-peptide; Reconstituted Complex	BioGRID
1080	9368	9613608,9677412,10852925	-	HPRD
1080	9368	9671706,9677412,10852925,12621035	First PDZ domain of EBP50 binds to the C-terminus of CFTR.	BIND
1080	3301	10075921	Affinity Capture-Western	BioGRID
1080	3301	10075921	-	HPRD
1080	3312	10075921	Affinity Capture-Western	BioGRID
1080	3337	10075921	Affinity Capture-Western	BioGRID
1080	5562	10862786	Reconstituted Complex	BioGRID
1080	5562	10862786	-	HPRD
1080	7430	10893422	Affinity Capture-Western	BioGRID
1080	7430	10893422	-	HPRD
1080	9351	10893422	Affinity Capture-Western; Reconstituted Complex	BioGRID
1080	9351	10893422	The second PDZ domain of E3KARP interacts with the C-terminal PDZ binding motif of CFTR.	BIND
1080	9351	9671706,10893422	-	HPRD
1080	1080	11051556	Affinity Capture-Western	BioGRID
1080	1080	11051556	-	HPRD
1080	1080	12933354	CFTR forms a homodimer	BIND
1080	5174	11051556,12471024	Affinity Capture-Western; Reconstituted Complex	BioGRID
1080	5174	11051556,12471024,12615054	-	HPRD
1080	57120	11707463,12471024	Affinity Capture-Western; Reconstituted Complex; Two-hybrid	BioGRID
1080	57120	11707463	-	HPRD
1080	5581	11956211	Affinity Capture-Western	BioGRID
1080	5581	11956211	-	HPRD
1080	80331	12039948	Affinity Capture-Western; Reconstituted Complex	BioGRID
1080	80331	12039948	Csp2 interacts with CFTR.	BIND
1080	8773	12209004	Affinity Capture-Western; Reconstituted Complex	BioGRID
1080	8773	12209004	-	HPRD
1080	9498	12403779	Affinity Capture-Western	BioGRID
1080	9498	12403779	-	HPRD
1080	1182	12471024	Reconstituted Complex	BioGRID
1080	79849	12615054	Reconstituted Complex	BioGRID
1080	3758	14604981	Affinity Capture-Western	BioGRID
1080	9497	12403779	-	HPRD
1080	5576	10799517	PKA II interacts with and phosphorylates CFTR.	BIND
1081	1082	8202136	Co-crystal Structure	BioGRID
1081	1082	2536708,7922031,8202136,9578495,10563789,11266609	-	HPRD
1081	3973	10342833	Affinity Capture-Western	BioGRID
1081	3973	10342833	-	HPRD
1081	2488	11222739	Co-crystal Structure	BioGRID
1081	2488	10563789	-	HPRD
1081	5764	16169070	Two-hybrid	BioGRID
1081	7252	3839756,5002675	-	HPRD
1081	1081	11222739	-	HPRD
1081	3972	7679977	-	HPRD
1082	3973	2254302	-	HPRD
1082	2488	10563789	-	HPRD
1084	6279	11708798	-	HPRD
1084	6714	11708798	-	HPRD
1084	122011	11708798	-	HPRD
1088	4680	11095950	-	HPRD
1101	1280	11445564	-	HPRD
1102	1102	16189514	Two-hybrid	BioGRID
1102	51138	16189514	Two-hybrid	BioGRID
1103	4739	10692442	-	HPRD
1104	5901	7891706,10369786,10811801,11336674	Co-crystal Structure; Reconstituted Complex; Two-hybrid	BioGRID
1104	5901	10369786,12194828	-	HPRD
1104	8498	9637251,11932251	Reconstituted Complex; Two-hybrid	BioGRID
1104	8498	11932251	-	HPRD
1104	3839	10744690	Reconstituted Complex	BioGRID
1104	3839	10744690	-	HPRD
1104	7514	11932251	Reconstituted Complex	BioGRID
1104	7514	11932251	-	HPRD
1104	1452	12062430	Co-purification	BioGRID
1104	1452	12062430	-	HPRD
1104	6886	16407974	Affinity Capture-MS	BioGRID
1104	1119	12062430	-	HPRD
1104	8349	11375490	-	HPRD
1104	1104	11336674	-	HPRD
1104	5757	11310559	-	HPRD
1104	5902	7616957	-	HPRD
1105	6749	10199952	Co-purification	BioGRID
1105	6749	10199952	-	HPRD
1105	3065	12890497	Affinity Capture-Western	BioGRID
1105	3065	12890497	-	HPRD
1105	9611	12890497	Affinity Capture-Western; Two-hybrid	BioGRID
1105	9611	12890497	-	HPRD
1105	6294	12890497	Two-hybrid	BioGRID
1105	6294	12890497	-	HPRD
1105	6428	12890497	Two-hybrid	BioGRID
1105	6428	12890497	-	HPRD
1105	9774	12890497	Two-hybrid	BioGRID
1107	3066	9804427,12198550,12493763	Affinity Capture-MS; Affinity Capture-Western; Co-purification	BioGRID
1107	3066	9804427	-	HPRD
1107	3065	9804427,11784859	Affinity Capture-Western	BioGRID
1107	3065	9804427	-	HPRD
1107	9219	10444591	Co-purification	BioGRID
1107	8932	10444591	Reconstituted Complex	BioGRID
1107	7157	10961991	Two-hybrid	BioGRID
1107	7157	10961991	-	HPRD
1107	7161	10961991	Two-hybrid	BioGRID
1107	7161	10961991	-	HPRD
1107	7341	10961991	Two-hybrid	BioGRID
1107	7341	14609633	SUMO-1 interacts with CHD3.	BIND
1107	7341	14609633	-	HPRD
1107	5885	12198550	Co-purification	BioGRID
1107	8467	12198550	Co-purification	BioGRID
1107	22927	12505151,16169070	Reconstituted Complex; Two-hybrid	BioGRID
1107	22927	12505151	-	HPRD
1107	22927	12505151	Ki-1/57 interacts with CHD-3.	BIND
1107	26135	12505151,16169070	Reconstituted Complex; Two-hybrid	BioGRID
1107	26135	12505151	-	HPRD
1107	26135	12505151	CGI-55 interacts with CHD-3.	BIND
1107	7329	14609633	Two-hybrid	BioGRID
1107	7329	14609633	-	HPRD
1107	7329	14609633	Ubc9 interacts with CHD3.	BIND
1107	85509	15456747	Affinity Capture-Western	BioGRID
1107	10155	16169070	Two-hybrid	BioGRID
1107	10169	16169070	Two-hybrid	BioGRID
1107	10190	16169070	Two-hybrid	BioGRID
1107	10606	16169070	Two-hybrid	BioGRID
1107	10625	16169070	Two-hybrid	BioGRID
1107	10807	16169070	Two-hybrid	BioGRID
1107	10808	16169070	Two-hybrid	BioGRID
1107	10989	16169070	Two-hybrid	BioGRID
1107	1363	16169070	Two-hybrid	BioGRID
1107	1385	16169070	Two-hybrid	BioGRID
1107	1478	16169070	Two-hybrid	BioGRID
1107	2017	16169070	Two-hybrid	BioGRID
1107	22827	16169070	Two-hybrid	BioGRID
1107	2874	16169070	Two-hybrid	BioGRID
1107	28965	16169070	Two-hybrid	BioGRID
1107	3550	16169070	Two-hybrid	BioGRID
1107	4097	16169070	Two-hybrid	BioGRID
1107	4122	16169070	Two-hybrid	BioGRID
1107	5110	16169070	Two-hybrid	BioGRID
1107	51548	16169070	Two-hybrid	BioGRID
1107	51593	16169070	Two-hybrid	BioGRID
1107	51631	16169070	Two-hybrid	BioGRID
1107	54544	16169070	Two-hybrid	BioGRID
1107	5553	16169070	Two-hybrid	BioGRID
1107	56992	16169070	Two-hybrid	BioGRID
1107	57002	16169070	Two-hybrid	BioGRID
1107	5720	16169070	Two-hybrid	BioGRID
1107	5764	16169070	Two-hybrid	BioGRID
1107	5802	16169070	Two-hybrid	BioGRID
1107	5888	16169070	Two-hybrid	BioGRID
1107	6159	16169070	Two-hybrid	BioGRID
1107	6294	16169070	Two-hybrid	BioGRID
1107	6303	16169070	Two-hybrid	BioGRID
1107	6613	16169070	Two-hybrid	BioGRID
1107	7105	16169070	Two-hybrid	BioGRID
1107	7276	16169070	Two-hybrid	BioGRID
1107	7518	16169070	Two-hybrid	BioGRID
1107	79137	16169070	Two-hybrid	BioGRID
1107	80145	16169070	Two-hybrid	BioGRID
1107	84103	16169070	Two-hybrid	BioGRID
1107	8553	16169070	Two-hybrid	BioGRID
1107	8764	16169070	Two-hybrid	BioGRID
1107	8789	16169070	Two-hybrid	BioGRID
1107	8880	16169070	Two-hybrid	BioGRID
1107	9039	16169070	Two-hybrid	BioGRID
1107	93974	16169070	Two-hybrid	BioGRID
1107	9905	16169070	Two-hybrid	BioGRID
1107	10320	10204490	-	HPRD
1107	22806	10204490	-	HPRD
1107	55660	15383276	-	HPRD
1107	6304	12374985	-	HPRD
1107	11244	15383276	-	HPRD
1108	3065	9804427,10220385,12920132	Affinity Capture-MS; Affinity Capture-Western	BioGRID
1108	3066	9804427,10545197,12493763	Affinity Capture-MS; Affinity Capture-Western	BioGRID
1108	10320	12015313	Affinity Capture-Western	BioGRID
1108	22806	12015313	Affinity Capture-Western	BioGRID
1108	22807	12015313	Affinity Capture-Western	BioGRID
1108	64375	12015313	Affinity Capture-Western	BioGRID
1108	64375	12015313	-	HPRD
1108	53615	12354758	Affinity Capture-Western	BioGRID
1108	6304	12374985	Affinity Capture-Western; Co-fractionation	BioGRID
1108	9112	12920132	Affinity Capture-MS	BioGRID
1108	9219	12920132	Affinity Capture-MS; Affinity Capture-Western	BioGRID
1108	54464	15231747	Two-hybrid	BioGRID
1108	54464	15231747	-	HPRD
1108	5987	14530259	-	HPRD
1111	5591	10608806,12756247	Protein-peptide; Reconstituted Complex	BioGRID
1111	2810	11896572	Affinity Capture-Western	BioGRID
1111	7157	11896572,12756247,15364958	Affinity Capture-Western; Biochemical Activity; Co-localization	BioGRID
1111	7157	11896572	-	HPRD
1111	2547	12756247	Affinity Capture-Western	BioGRID
1111	2547	12756247	-	HPRD
1111	7520	12756247	Affinity Capture-Western	BioGRID
1111	63967	12766152	Affinity Capture-Western; Reconstituted Complex	BioGRID
1111	63967	12766152	-	HPRD
1111	1457	12902976,15225637	Affinity Capture-Western; Reconstituted Complex	BioGRID
1111	7158	15364958	Co-localization	BioGRID
1111	4436	15647386	Affinity Capture-Western	BioGRID
1111	8914	15798197	Affinity Capture-Western	BioGRID
1111	1874	11799067	E2F4 interacts with the Chk1 promoter region.	BIND
1111	1869	11799067	E2F1 interacts with the Chk1 promoter.	BIND
1111	5888	15665856	Chk1 interacts with RAD51.	BIND
1111	5970	15775976	RELA interacts with CHEK1. This interaction was modeled on a demonstrated interaction between human RELA, and CHEK1 from an unspecified species.	BIND
1113	5340	11342539	Biochemical Activity	BioGRID
1113	5340	11342539	-	HPRD
1113	29106	12388744	-	HPRD
1114	11343	16169070	Two-hybrid	BioGRID
1114	11344	16169070	Two-hybrid	BioGRID
1114	157285	16169070	Two-hybrid	BioGRID
1114	2261	16169070	Two-hybrid	BioGRID
1114	4140	16169070	Two-hybrid	BioGRID
1114	4968	16169070	Two-hybrid	BioGRID
1114	5424	16169070	Two-hybrid	BioGRID
1114	56252	16169070	Two-hybrid	BioGRID
1114	5728	16169070	Two-hybrid	BioGRID
1114	6279	16169070	Two-hybrid	BioGRID
1114	6311	16169070	Two-hybrid	BioGRID
1114	6901	16169070	Two-hybrid	BioGRID
1114	7280	16169070	Two-hybrid	BioGRID
1114	7841	16169070	Two-hybrid	BioGRID
1114	80212	16169070	Two-hybrid	BioGRID
1114	9667	16169070	Two-hybrid	BioGRID
1116	1116	12775711	-	HPRD
1121	5861	8294464	Biochemical Activity; Reconstituted Complex	BioGRID
1121	5868	8294464	Reconstituted Complex	BioGRID
1121	5870	8294464	Reconstituted Complex	BioGRID
1121	5864	8294464,12535645	Reconstituted Complex; Two-hybrid	BioGRID
1121	5864	12535645	-	HPRD
1121	81876	9437002	Co-fractionation	BioGRID
1121	81876	9437002	-	HPRD
1121	7879	9563513,12576024	Co-crystal Structure; Reconstituted Complex	BioGRID
1121	7879	9563513,12576024	-	HPRD
1121	9545	10022613	-	HPRD
1122	5861	8294464,9730828	Reconstituted Complex	BioGRID
1122	5861	8294464,9730828	-	HPRD
1122	5864	8294464	Reconstituted Complex	BioGRID
1122	5864	12535645	-	HPRD
1122	5868	8294464,9730828	Reconstituted Complex	BioGRID
1122	5868	8294464,9730828	-	HPRD
1122	5870	8294464	Reconstituted Complex	BioGRID
1122	5870	8294464	-	HPRD
1123	2975	16169070	Two-hybrid	BioGRID
1123	6189	16169070	Two-hybrid	BioGRID
1123	5879	8496137	-	HPRD
1124	7917	16169070	Two-hybrid	BioGRID
1128	2771	8190105	-	HPRD
1128	114928	15086532	GASP-2 interacts with M1.	BIND
1128	9737	15086532	GASP-1 interacts with M1.	BIND
1129	2767	7797501	-	HPRD
1129	6295	10952973	-	HPRD
1129	114928	15086532	GASP-2 interacts with M2.	BIND
1129	2769	7797501	-	HPRD
1129	9630	7797501	-	HPRD
1129	2869	8288567	-	HPRD
1129	9737	15086532	GASP-1 interacts with M2.	BIND
1129	54331	9063897	-	HPRD
1130	7534	11984006	Reconstituted Complex	BioGRID
1130	1460	11984006	Reconstituted Complex; Two-hybrid	BioGRID
1130	1460	11984006	-	HPRD
1130	9146	11984006	Reconstituted Complex; Two-hybrid	BioGRID
1130	9146	11984006	-	HPRD
1130	10240	11984006	Two-hybrid	BioGRID
1130	10278	11984006	Two-hybrid	BioGRID
1130	10971	11984006	Two-hybrid	BioGRID
1130	10971	11984006	-	HPRD
1130	116840	11984006	Two-hybrid	BioGRID
1130	116840	11984006	-	HPRD
1130	1822	11984006	Two-hybrid	BioGRID
1130	1822	11984006	-	HPRD
1130	2101	11984006	Two-hybrid	BioGRID
1130	2101	11984006	-	HPRD
1130	23154	11984006	Two-hybrid	BioGRID
1130	23154	11984006	-	HPRD
1130	25925	11984006	Two-hybrid	BioGRID
1130	3837	11984006	Two-hybrid	BioGRID
1130	3837	11984006	-	HPRD
1130	4670	11984006	Two-hybrid	BioGRID
1130	4670	11984006	-	HPRD
1130	51534	11984006	Two-hybrid	BioGRID
1130	55835	11984006	Two-hybrid	BioGRID
1130	56853	11984006	Two-hybrid	BioGRID
1130	57060	11984006	Two-hybrid	BioGRID
1130	63875	11984006	Two-hybrid	BioGRID
1130	63875	11984006	-	HPRD
1130	7137	11984006	Two-hybrid	BioGRID
1130	7529	11984006	Two-hybrid	BioGRID
1130	7529	11984006	-	HPRD
1130	8220	11984006	Two-hybrid	BioGRID
1130	8220	11984006	-	HPRD
1130	85406	11984006	Two-hybrid	BioGRID
1130	85406	11984006	-	HPRD
1130	9968	11984006	Two-hybrid	BioGRID
1130	9968	11984006	-	HPRD
1131	1452	10777483	Reconstituted Complex	BioGRID
1131	1452	10777483	-	HPRD
1131	2870	11856737	-	HPRD
1131	3002	11665980	-	HPRD
1131	2776	7629074	-	HPRD
1132	1917	12048193	-	HPRD
1132	1917	12048193	The third intracellular loop of M4 interacts with eEf1A2.	BIND
1132	2885	9843378	M4 interacts with Grb2.	BIND
1134	1145	1712080	Reconstituted Complex	BioGRID
1134	1145	1712080	-	HPRD
1134	1146	7695910	Co-fractionation	BioGRID
1134	1146	7695910	-	HPRD
1134	1144	7695910,8910344	Co-fractionation; Reconstituted Complex	BioGRID
1134	3679	10910772	Affinity Capture-Western	BioGRID
1134	3679	10910772	-	HPRD
1135	1141	8906617	-	HPRD
1135	1143	8906617	-	HPRD
1136	1143	1689727,1725184	-	HPRD
1137	7533	11352901	Two-hybrid	BioGRID
1137	7533	11352901	-	HPRD
1137	7447	12202488	-	HPRD
1137	1141	15944128	CHRNA4 (alpha-4) interacts with CHRNB2 (beta-2)	BIND
1137	1143	8906617	-	HPRD
1138	1143	9655874	-	HPRD
1139	2534	11278378	Affinity Capture-Western	BioGRID
1139	5295	11278378	-	HPRD
1147	9020	9244310,10094049,10887201,11278268	Affinity Capture-Western; Biochemical Activity; Reconstituted Complex; Two-hybrid	BioGRID
1147	9020	9244310	-	HPRD
