ann.probe	fdf.pCsc	fdf.EscCsc	g.id.num	out.gid	g.sym	g.chr	g.omim	n.ann.tsp	g.name	v.pb.csc	set.a.pb	lv_set.a	nov_set.a	lv_csc_nSetA	g.lv7.ALL	g.lv6.csc.Esc	g.lv5.p.csc	g.lv3.csc	tcnd	cor.mean.csc	cor.mean.p	cor.mean.Esc
215699_x_at	-0.176817727	0.172947057	1	9814	SFI1	chr22q12.2	---	8	"Sfi1 homolog, spindle assembly associated (yeast)"	0	1	0	1	0	0	0	0	0	br	0.249593183	0.227511722	0.378124642
213604_at	-0.504542638	-0.144445212	1	6924	TCEB3	chr1p36.1	600786	1	"transcription elongation factor B (SIII), polypeptide 3 (110kDa, elongin A)"	0	1	0	1	0	0	0	0	0	br	0.198206317	0.220691004	0.298747496
209466_x_at	-0.074303156	-1.103926841	1	5764	PTN	chr7q33-q34	162095	9	pleiotrophin	0	1	0	1	0	0	0	0	0	br	0.277928606	0.293563636	0.381100279
229955_at	0.832723017	1.499135219	1	26273	FBXO3	chr11p13	609089	1	"F-box protein 3, mRNA (cDNA clone IMAGE:5296662)"	0	1	0	1	0	0	0	0	0	br	0.221986161	0.226039476	0.320059152
215143_at	-0.305812595	0.666908702	1	349152	DPY19L2P2	chr7q22.1	---	1	dpy-19-like 2 pseudogene 2 (C. elegans)	0	1	0	1	0	0	0	0	0	br	0.278241134	0.32352521	0.290830437
200094_s_at	0.090178172	0.376509075	1	1938	EEF2	chr19pter-q12	130610	2	eukaryotic translation elongation factor 2	0	1	0	1	0	0	0	0	0	br	0.244064097	0.235338067	0.418121653
218330_s_at	-0.051191872	-1.356103798	1	89797	NAV2	chr11p15.1	607026	13	neuron navigator 2	0	1	1	0	0	0	0	0	0	br	0.195028815	0.252264707	0.232218764
229239_x_at	-0.085583555	-0.491345676	1	28231	SLCO4A1	chr20q13.33	612436	16	"Solute carrier organic anion transporter family, member 4A1, mRNA (cDNA clone MGC:22943 IMAGE:4908245)"	0	1	0	1	0	0	0	0	0	br	0.204529465	0.273681685	0.282932376
219389_at	0.147220074	0.563706749	1	55061	SUSD4	chr1q41	---	4	sushi domain containing 4	0	1	0	1	0	0	0	0	0	br	0.254572529	0.252686892	0.199500578
206785_s_at	-0.066565142	0.972362577	2	3821   3822	KLRC1 /// KLRC2	chr12p13	161555 /// 602891	13	"killer cell lectin-like receptor subfamily C, member 1 /// killer cell lectin-like receptor subfamily C, member 2"	0	1	1	0	0	0	0	0	0	br	0.26714033	0.302592172	0.33578569
210967_x_at	0.114611472	-0.417593774	1	782	CACNB1	chr17q21-q22	114207	8	"calcium channel, voltage-dependent, beta 1 subunit"	0	1	0	1	0	0	0	0	0	br	0.185367433	0.321838421	0.430950905
216588_at	0.127641626	-0.453538882	9	100127893   100131085   388401   441896   6129   641900   648000   728380   728843	hCG_2015956 /// LOC100127893 /// LOC100131085 /// LOC388401 /// LOC441896 /// LOC641900 /// LOC728380 /// LOC728843 /// RPL7	chr17q21.33 /// chr1p13.3 /// chr2p22.2 /// chr5q14.1 /// chr5q34 /// chr6p22.3 /// chr8q21.11	604166	25	hCG2015956 /// similar to ribosomal protein L7 /// hypothetical LOC100131085 /// similar to ribosomal protein L7 /// similar to ribosomal protein L7 /// similar to 60S ribosomal protein L7 /// hypothetical LOC728380 /// hypothetical LOC728843 /// ribosomal protein L7	0	1	0	1	0	0	0	0	0	br	0.177198944	0.154085215	0.23466369
229789_at	-0.27484453	-0.624895829	1	220359	TIGD3	chr11q13.1	---	2	tigger transposable element derived 3	0	1	0	1	0	0	0	0	0	br	0.279621464	0.284592962	0.190942818
1552673_at	0.304613756	0.157535985	1	222546	RFX6	chr6q22.2	---	4	"regulatory factor X, 6"	0	1	0	1	0	0	0	0	0	br	0.251380196	0.192672029	0.22011534
1552761_at	-0.197547179	-1.312076389	1	162515	SLC16A11	chr17p13.1	---	5	"solute carrier family 16, member 11 (monocarboxylic acid transporter 11)"	1	1	1	0	0	0	0	0	1	br	0.248265429	0.315422627	0.389383217
207791_s_at	0.126277926	1.20651808	1	5861	RAB1A	chr2p14	179508	11	"RAB1A, member RAS oncogene family"	0	1	0	1	0	0	0	0	0	br	0.229393305	0.295588063	0.417714968
206374_at	0.478973018	0.782049879	1	1850	DUSP8	chr11p15.5	602038	5	dual specificity phosphatase 8	0	1	0	1	0	0	0	0	0	br	0.211624869	0.242291654	0.254259907
236645_at	0.143628133	0.156765322	1	26959	HBP1	chr7q22-q31	---	1	HMG-box transcription factor 1	0	1	0	1	0	0	0	0	0	cn	0.192260859	0.197895913	0.178757953
218926_at	0.316799935	0.180093932	1	55892	MYNN	chr3q26.2	606042	5	myoneurin	0	1	0	1	0	0	0	0	0	cn	0.221842031	0.257122985	0.387004075
216037_x_at	-0.05217434	-0.600061583	1	6934	TCF7L2	chr10q25.3	125853 /// 602228	1	"transcription factor 7-like 2 (T-cell specific, HMG-box)"	0	1	0	1	0	0	0	0	0	cn	0.218878207	0.267062771	0.463613768
207267_s_at	-0.129140836	-0.597716547	1	53820	DSCR6	chr21q22.2	609892	6	Down syndrome critical region gene 6	0	1	0	1	0	0	0	0	0	cn	0.22681145	0.239861964	0.286178352
206115_at	0.183689829	0.556116651	1	1960	EGR3	chr8p23-p21	602419	2	early growth response 3	0	1	0	1	0	0	0	0	0	cn	0.196780993	0.306754113	0.176002469
202094_at	-0.996814606	-0.219918509	1	332	BIRC5	chr17q25	603352	6	baculoviral IAP repeat-containing 5	0	1	0	1	0	0	0	0	0	cn	0.24268511	0.236723487	0.333761325
1556874_a_at	-0.102282183	-1.029090418	1	51320	MEX3C	chr18q21.2	611005 /// 611014	1	mex-3 homolog C (C. elegans)	0	1	0	1	0	0	0	0	0	cn	0.23481569	0.328661639	0.371907463
230732_s_at	-0.410544922	-0.932339744	1	5596	MAPK4	chr18q12-q21	176949	12	CDNA clone IMAGE:5301938	0	1	0	1	0	0	0	0	0	cn	0.21526387	0.296796192	0.395974474
212762_s_at	0.059962004	-0.028759581	1	6934	TCF7L2	chr10q25.3	125853 /// 602228	11	"transcription factor 7-like 2 (T-cell specific, HMG-box)"	0	1	0	1	0	0	0	0	0	cn	0.238573883	0.265956773	0.43796763
212312_at	-0.015372766	0.914633223	1	598	BCL2L1	chr20q11.21	600039	8	BCL2-like 1	0	1	0	1	0	0	0	0	0	cn	0.302147272	0.249444566	0.314984624
212390_at	0.482452395	1.028637532	2	727893   9659	LOC727893 /// PDE4DIP	chr1q12	608117	10	similar to phosphodiesterase 4D interacting protein (myomegalin) /// phosphodiesterase 4D interacting protein	0	1	0	1	0	0	0	0	0	cn	0.267305863	0.24424311	0.283499214
221323_at	-0.317955126	-0.491868828	1	80329	ULBP1	chr6q25	605697	8	UL16 binding protein 1	0	1	0	1	0	0	0	0	0	cn	0.175632274	0.28964416	0.428103465
241661_at	0.616738701	-0.137495407	1	221037	JMJD1C	chr10q21.2-q21.3	604503	9	jumonji domain containing 1C	0	1	0	1	0	0	0	0	0	cn	0.205220597	0.230805443	0.21340008
234716_at	-0.442150859	-0.574747383	2	100132739   7545	LOC100132739 /// ZIC1	chr3q24	600470	2	"hypothetical protein LOC100132739 /// Zic family member 1 (odd-paired homolog, Drosophila)"	0	1	0	1	0	0	0	0	0	cn	0.244867618	0.206765505	0.393413852
202708_s_at	0.319233428	0.817754656	1	8349	HIST2H2BE	chr1q21-q23	601831	4	"histone cluster 2, H2be"	0	1	0	1	0	0	0	0	0	cn	0.248045576	0.229252581	0.182084612
216990_at	0.201520469	-0.433877803	1	2618	GART	chr21q22.1|21q22.11	138440	1	"phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase"	0	1	0	1	0	0	0	0	0	cn	0.214024708	0.195843966	0.261258753
238370_x_at	0.201936705	0.022476218	1	6146	RPL22	chr1p36.3-p36.2	180474	19	"Full open reading frame cDNA clone RZPDo834F116D for gene RPL22, ribosomal protein L22; complete cds, incl. stopcodon"	0	1	0	1	0	0	0	0	0	cn	0.208409674	0.149309668	0.183645259
1554737_at	0.0730334	-0.459670754	1	2201	FBN2	chr5q23-q31	121050	1	fibrillin 2	0	1	0	1	0	0	0	0	0	cn	0.17966624	0.269893925	0.361106015
202307_s_at	-0.118944686	1.452502051	1	6890	TAP1	chr6p21.3	170260 /// 604571	8	"transporter 1, ATP-binding cassette, sub-family B (MDR/TAP)"	0	1	0	1	0	0	0	0	0	cn	0.275898545	0.222532179	0.404567494
218495_at	-0.321668703	0.629492118	1	8409	UXT	chrXp11.23-p11.22	300234	8	ubiquitously-expressed transcript	0	1	0	1	0	0	0	0	0	cn	0.226229935	0.245366248	0.371628828
212761_at	-0.000984017	-0.447439099	1	6934	TCF7L2	chr10q25.3	125853 /// 602228	23	"transcription factor 7-like 2 (T-cell specific, HMG-box)"	0	1	0	1	0	0	0	0	0	cn	0.21527549	0.262904259	0.46701812
241463_at	-0.325711552	-0.565870673	1	9451	EIF2AK3	chr2p12	226980 /// 604032	2	eukaryotic translation initiation factor 2-alpha kinase 3	0	1	0	1	0	0	0	0	0	cn	0.224297309	0.292255472	0.460868905
205578_at	0.420181979	-0.736077008	1	4920	ROR2	chr9q22	113000 /// 268310 /// 602337	4	receptor tyrosine kinase-like orphan receptor 2	0	1	0	1	0	0	0	0	0	cn	0.226117754	0.212034791	0.244971658
220081_x_at	0.769082447	0.52591956	1	51478	HSD17B7	chr1q23	606756	10	hydroxysteroid (17-beta) dehydrogenase 7	0	1	0	1	0	0	0	0	0	cn	0.191603954	0.211121908	0.310080336
236278_at	-0.172238388	0.290128512	1	8353	HIST1H3E	chr6p21.3	602813	8	"Full open reading frame cDNA clone RZPDo834F0435D for gene HIST1H3E, histone 1, H3e; complete cds, without stopcodon"	0	1	0	1	0	0	0	0	0	cn	0.224043422	0.210741539	0.216720006
217287_s_at	-0.275099599	-1.258728968	1	7225	TRPC6	chr11q21-q22	603652 /// 603965	7	"transient receptor potential cation channel, subfamily C, member 6"	1	1	1	0	0	0	0	0	1	cn	0.237331985	0.261947095	0.227470515
209820_s_at	-0.03387819	0.350030803	1	10607	TBL3	chr16p13.3	605915	7	transducin (beta)-like 3	0	1	0	1	0	0	0	0	0	cn	0.268640906	0.294114445	0.317930062
210626_at	-0.069119207	0.684965808	1	8165	AKAP1	chr17q21-q23	602449	1	A kinase (PRKA) anchor protein 1	0	1	0	1	0	0	0	0	0	cn	0.254674366	0.244210029	0.25044926
229944_at	-0.067751702	-0.996894485	1	4986	OPRK1	chr8q11.2	165196	4	"opioid receptor, kappa 1"	0	1	1	0	0	0	0	0	0	cn	0.197423409	0.198900287	0.26872013
207548_at	0.153610311	-0.404327007	1	2917	GRM7	chr3p26.1-p25.1	604101	4	"glutamate receptor, metabotropic 7"	0	1	0	1	0	0	0	0	0	cn	0.186973837	0.247112467	0.308090337
223887_at	-0.138659465	-0.982628469	1	29933	GPR132	chr14q32.3	606167	7	G protein-coupled receptor 132	0	1	0	1	0	0	0	0	0	cn	0.220511005	0.249381107	0.224884241
1560720_at	0.128785761	0.749465192	1	8569	MKNK1	chr1p33	606724	1	MAP kinase interacting serine/threonine kinase 1	0	1	0	1	0	0	0	0	0	cn	0.208209564	0.227314503	0.204769811
205061_s_at	0.08060454	-1.20613379	1	5393	EXOSC9	chr4q27	606180	10	exosome component 9	0	1	0	1	0	0	0	0	0	cn	0.263406583	0.279380548	0.379262094
1561080_at	0.246931701	0.116434511	1	7296	TXNRD1	chr12q23-q24.1	601112	1	thioredoxin reductase 1	0	1	0	1	0	0	0	0	0	cn	0.176950288	0.198321566	0.298686862
205249_at	0.297486846	-0.148002018	1	1959	EGR2	chr10q21.1	129010 /// 145900 /// 605253 /// 607678	1	"early growth response 2 (Krox-20 homolog, Drosophila)"	0	1	0	1	0	0	0	0	0	cn	0.206013853	0.174218956	0.279184643
235067_at	0.633788777	1.503409394	1	4289	MKLN1	chr7q32	605623	2	"muskelin 1, intracellular mediator containing kelch motifs"	1	1	1	0	0	0	0	0	1	cn	0.246861396	0.362627115	0.274196515
205539_at	0.25364573	0.295188758	1	10677	AVIL	chr12q14.1	---	3	advillin	0	1	0	1	0	0	0	0	0	cn	0.21567031	0.172115596	0.357686419
1570627_at	-0.398116461	-1.052160437	1	6924	TCEB3	chr1p36.1	600786	1	"transcription elongation factor B (SIII), polypeptide 3 (110kDa, elongin A)"	0	1	0	1	0	0	0	0	0	cn	0.203668901	0.299469166	0.332702604
201285_at	0.215211773	0.2589838	1	23608	MKRN1	chr7q34	607754	8	makorin ring finger protein 1	0	1	0	1	0	0	0	0	0	cn	0.181901472	0.159149069	0.407336497
209109_s_at	0.171766057	-0.215697787	1	7105	TSPAN6	chrXq22	300191	11	tetraspanin 6	0	1	0	1	0	0	0	0	0	cn	0.237187821	0.190063893	0.439703964
1553025_at	-0.037974984	-0.704117694	1	57211	GPR126	chr6q24.1	606255 /// 612243	1	G protein-coupled receptor 126	0	1	0	1	0	0	0	0	0	cn	0.212532182	0.30991809	0.459965511
217154_s_at	0.121249778	-0.651963886	1	1908	EDN3	chr20q13.2-q13.3	131242 /// 142623 /// 209880 /// 277580	10	endothelin 3	0	1	0	1	0	0	0	0	0	cn	0.215026394	0.268313166	0.411462605
217404_s_at	0.44351251	-0.338704019	1	1280	COL2A1	chr12q13.11	108300 /// 120140 /// 132450 /// 150600 /// 151210 /// 156550 /// 165720 /// 183900 /// 184250 /// 184252 /// 200610 /// 215150 /// 271700 /// 604864 /// 608805	11	"collagen, type II, alpha 1"	0	1	1	0	0	0	0	0	0	cn	0.227122214	0.159336653	0.267731451
216035_x_at	0.033983755	-0.416263562	1	6934	TCF7L2	chr10q25.3	125853 /// 602228	1	"transcription factor 7-like 2 (T-cell specific, HMG-box)"	0	1	0	1	0	0	0	0	0	cn	0.215782511	0.27690082	0.474370149
208228_s_at	-0.038862876	-1.293252047	1	2263	FGFR2	chr10q26	101200 /// 101400 /// 101600 /// 123150 /// 123500 /// 123790 /// 137215 /// 149730 /// 176943 /// 207410	16	fibroblast growth factor receptor 2	0	1	0	1	0	0	0	0	0	cn	0.236660109	0.271390824	0.453663584
214298_x_at	0.70181426	0.359346434	1	23157	6-Sep	chrXq24	300683	11	septin 6	0	1	0	1	0	0	0	0	0	cn	0.298758085	0.262572776	0.273000151
224248_x_at	-0.201703157	0.16971048	1	80011	NIP30	chr16q13	---	1	NEFA-interacting nuclear protein NIP30	0	1	0	1	0	0	0	0	0	cn	0.220870452	0.205711869	0.339466596
212413_at	0.621010417	0.433046113	1	23157	6-Sep	chrXq24	300683	8	septin 6	0	1	0	1	0	0	0	0	0	cn	0.290265258	0.275326165	0.230876811
226904_at	-0.725584393	-1.081599834	2	386757   6535	SLC6A10P /// SLC6A8	chr16p11.2 /// chrXq28	300036 /// 300352	2	CDNA clone IMAGE:40015586 /// Creatine transporter	0	1	0	1	0	0	0	0	0	cn	0.215781664	0.217473391	0.185123769
219140_s_at	0.272932906	0.860793899	1	5950	RBP4	chr10q23-q24	180250	6	"retinol binding protein 4, plasma"	0	1	1	0	0	0	0	0	0	cn	0.255176143	0.252520292	0.197758189
203587_at	-0.287915654	-0.844846525	1	379	ARL4D	chr17q12-q21	600732	5	ADP-ribosylation factor-like 4D	0	1	0	1	0	0	0	0	0	cn	0.210172994	0.275498399	0.325645923
211580_s_at	0.248066307	0.702525762	1	8503	PIK3R3	chr1p34.1	606076	12	"phosphoinositide-3-kinase, regulatory subunit 3 (gamma)"	0	1	0	1	0	0	0	0	0	cn	0.200806796	0.178926562	0.305513412
206270_at	-0.28892467	-1.389276938	1	5582	PRKCG	chr19q13.4	176980 /// 605361	4	"protein kinase C, gamma"	1	1	1	0	0	0	0	0	1	cn	0.228521517	0.214707363	0.465667945
205541_s_at	-0.042602321	-1.293439134	1	23708	GSPT2	chrXp11.22	300418	3	G1 to S phase transition 2	0	1	0	1	0	0	0	0	0	cn	0.293851169	0.286072536	0.468659455
226591_at	0.001763865	-1.681208047	1	6638	SNRPN	chr15q11.2	176270 /// 182279	1	small nuclear ribonucleoprotein polypeptide N	1	1	1	0	0	0	0	1	0	cn	0.254733791	0.257369611	0.484454439
1554512_a_at	-0.227751579	0.443151406	1	84902	CCDC123	chr19q13.11	---	4	coiled-coil domain containing 123	0	1	0	1	0	0	0	0	0	cn	0.185907064	0.204037084	0.20544357
232436_at	0.168016537	-0.293495228	1	10782	ZNF274	chr19qter	605467	1	zinc finger protein 274	0	1	0	1	0	0	0	0	0	cn	0.2204753	0.260102506	0.342066351
219142_at	0.099492718	-1.76346434	1	65997	RASL11B	chr4q12	612404	7	"RAS-like, family 11, member B"	1	1	1	0	0	0	0	1	0	cn	0.224525182	0.207904118	0.409296267
228577_x_at	0.308843778	0.040169174	1	57489	ODF2L	chr1p22.3	---	14	outer dense fiber of sperm tails 2-like	0	1	0	1	0	0	0	0	0	cn	0.206924777	0.325551099	0.333973848
227666_at	-0.256948183	-0.185096987	1	166614	DCLK2	chr4q31.3	---	5	doublecortin-like kinase 2	0	1	0	1	0	0	0	0	0	cn	0.254242412	0.236845412	0.459809317
236094_at	-0.032052435	-0.379035158	1	6934	TCF7L2	chr10q25.3	125853 /// 602228	1	"CDNA FLJ90224 fis, clone NT2RM1000789, highly similar to Mus musculus transcription factor 7-like 2, T-cell specific, HMG-box (Tcf7l2), mRNA"	0	1	0	1	0	0	0	0	0	cn	0.227971094	0.2821409	0.266053435
224206_x_at	0.707924803	1.273145243	1	55892	MYNN	chr3q26.2	606042	9	myoneurin	0	1	0	1	0	0	0	0	0	cn	0.279726291	0.311308897	0.398126509
219347_at	-0.311371406	-1.300496041	1	55270	NUDT15	chr13q14.2	---	4	nudix (nucleoside diphosphate linked moiety X)-type motif 15	0	1	0	1	0	0	0	0	0	cn	0.240270924	0.221175878	0.330114842
226261_at	-0.417451076	0.613560138	1	223082	ZNRF2	chr7p15.1	612061	4	zinc and ring finger 2	0	1	0	1	0	0	0	0	0	cn	0.275273845	0.302740942	0.376912452
232458_at	0.123754242	0.305569595	1	1281	COL3A1	chr2q31	120180 /// 130020 /// 130050	1	MRNA 3' region for pro-alpha1(III) collagen	0	1	0	1	0	0	0	0	0	cn	0.230142446	0.189755988	0.141577244
229883_at	-0.259406125	-0.389387361	1	2906	GRIN2D	chr19q13.1-qter	602717	2	"glutamate receptor, ionotropic, N-methyl D-aspartate 2D"	0	1	0	1	0	0	0	0	0	cn	0.22603162	0.206494029	0.32259745
222383_s_at	-0.030503466	-0.201216797	1	59344	ALOXE3	chr17p13.1	242100 /// 607206	5	arachidonate lipoxygenase 3	0	1	0	1	0	0	0	0	0	cn	0.24959038	0.324032632	0.452700374
225198_at	-0.177259688	0.66534938	1	9218	VAPA	chr18p11.22	605703	4	"VAMP (vesicle-associated membrane protein)-associated protein A, 33kDa"	0	1	0	1	0	0	0	0	0	cn	0.193484573	0.273998557	0.451996737
222074_at	0.320296938	0.945056368	1	7389	UROD	chr1p34	176100	32	uroporphyrinogen decarboxylase	0	1	0	1	0	0	0	0	0	cn	0.179032309	0.209711805	0.336251046
231927_at	0.58700166	1.667078249	1	22926	ATF6	chr1q22-q23	605537	1	ATF family member ATF6 (ATF6)	0	1	0	1	0	0	0	0	0	cn	0.219216467	0.324757211	0.216383692
239014_at	0.769911111	0.515109104	1	55749	CCAR1	chr10q21.3	---	1	Death inducer with SAP domain DIS	0	1	0	1	0	0	0	0	0	cn	0.19071937	0.264233455	0.413032143
213492_at	0.384059286	-0.723656428	1	1280	COL2A1	chr12q13.11	108300 /// 120140 /// 132450 /// 150600 /// 151210 /// 156550 /// 165720 /// 183900 /// 184250 /// 184252 /// 200610 /// 215150 /// 271700 /// 604864 /// 608805	9	"collagen, type II, alpha 1"	0	1	1	0	0	0	0	0	0	cn	0.222388999	0.230128385	0.296302564
235781_at	0.054068754	-1.351767778	1	774	CACNA1B	chr9q34	601012	4	"calcium channel, voltage-dependent, N type, alpha 1B subunit"	0	1	0	1	0	0	0	0	0	cn	0.219006758	0.296352726	0.173419829
223278_at	0.037826495	1.219552796	1	2706	GJB2	chr13q11-q12	121011 /// 124500 /// 148210 /// 148350 /// 149200 /// 220290 /// 601544 /// 602540	1	"gap junction protein, beta 2, 26kDa"	0	1	1	0	0	0	0	0	0	cn	0.217665992	0.281019349	0.27961186
202192_s_at	0.040305525	-0.864711886	1	8522	GAS7	chr17p13.1	603127	7	growth arrest-specific 7	0	1	0	1	0	0	0	0	0	cn	0.234472587	0.246832163	0.33417658
242163_at	0.011884015	-0.387152619	1	9967	THRAP3	chr1p34.3	603809	6	thyroid hormone receptor associated protein 3	0	1	0	1	0	0	0	0	0	cn	0.17531974	0.163813081	0.178882684
224851_at	0.173067742	1.262216996	1	1021	CDK6	chr7q21-q22	603368 /// 612223	2	cyclin-dependent kinase 6	0	1	0	1	0	0	0	0	0	cn	0.220813761	0.303488116	0.379385842
235342_at	0.757184275	0.267765142	1	50859	SPOCK3	chr4q32.3	607989	5	"sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 3"	0	1	1	0	0	0	0	0	0	cn	0.239691501	0.172171419	0.184043466
1559342_a_at	-0.03217067	-0.090282627	1	6638	SNRPN	chr15q11.2	176270 /// 182279	3	small nuclear ribonucleoprotein polypeptide N	0	1	0	1	0	0	0	0	0	cn	0.131616171	0.205457175	0.33015305
213322_at	0.089664469	-1.017171562	1	221443	C6orf130	chr6p21.1	---	5	chromosome 6 open reading frame 130	0	1	0	1	0	0	0	0	0	cn	0.243214726	0.267938965	0.381938475
204492_at	-0.30396408	0.253511019	1	9824	ARHGAP11A	chr15q13.2	610589	2	Rho GTPase activating protein 11A	0	1	0	1	0	0	0	0	0	cn	0.231861191	0.330347435	0.453623565
212414_s_at	0.48558311	0.168389578	2	23157   84656	N-PAC /// SEPT6	chr16p13.3 /// chrXq24	300683 /// 610660	9	cytokine-like nuclear factor n-pac /// septin 6	0	1	0	1	0	0	0	0	0	cn	0.29562945	0.308064797	0.38045647
225939_at	0.513128304	-0.352500141	1	317649	EIF4E3	chr3p14	609896	8	eukaryotic translation initiation factor 4E family member 3	0	1	0	1	0	0	0	0	0	cn	0.281428294	0.266150965	0.365616575
222015_at	0.465871512	0.559099777	1	1454	CSNK1E	chr22q13.1	600863	17	"casein kinase 1, epsilon"	0	1	0	1	0	0	0	0	0	cn	0.256465485	0.329800931	0.342291874
208399_s_at	0.572187035	0.42410767	1	1908	EDN3	chr20q13.2-q13.3	131242 /// 142623 /// 209880 /// 277580	11	endothelin 3	0	1	0	1	0	0	0	0	0	cn	0.22152573	0.208186783	0.183365882
228894_at	0.162543651	-1.823831421	2	253842   2649	LOC253842 /// NR6A1	chr9q33-q34.1 /// chr9q34.11	602778	2	"hypothetical protein LOC253842 /// nuclear receptor subfamily 6, group A, member 1"	1	1	1	0	0	1	0	0	0	cn	0.207543513	0.24504319	0.335829005
215531_s_at	-0.163684873	-0.458102097	1	2558	GABRA5	chr15q11.2-q12	137142	8	"gamma-aminobutyric acid (GABA) A receptor, alpha 5"	0	1	0	1	0	0	0	0	0	cn	0.181166648	0.168911842	0.278407328
241980_at	-0.200464271	-1.084063884	1	4135	MAP6	chr11q13.5	601783	2	microtubule-associated protein 6	0	1	0	1	0	0	0	0	0	cn	0.194323606	0.214685588	0.349127215
207704_s_at	-0.093373743	-0.833921392	1	8522	GAS7	chr17p13.1	603127	9	growth arrest-specific 7	0	1	0	1	0	0	0	0	0	cn	0.198891861	0.297423477	0.400159964
211556_at	-0.331273892	-0.722285154	1	10982	MAPRE2	chr18q12.1	605789	1	"microtubule-associated protein, RP/EB family, member 2"	0	1	0	1	0	0	0	0	0	cn	0.191916091	0.171914321	0.303941492
219335_at	0.098190991	0.19698098	1	64860	ARMCX5	chrXq22.1-q22.3	---	7	"armadillo repeat containing, X-linked 5"	0	1	0	1	0	0	0	0	0	cn	0.252100031	0.324710895	0.466842072
200696_s_at	0.04961583	0.888748223	1	2934	GSN	chr9q33	105120 /// 137350	18	"gelsolin (amyloidosis, Finnish type)"	0	1	0	1	0	0	0	0	0	cn	0.221761765	0.258054861	0.278609259
240702_at	-0.053875296	-0.269415379	1	8925	HERC1	chr15q22	605109	3	hect (homologous to the E6-AP (UBE3A) carboxyl terminus) domain and RCC1 (CHC1)-like domain (RLD) 1	0	1	0	1	0	0	0	0	0	cn	0.173270757	0.218579432	0.31798485
206444_at	-0.044645287	-0.586067699	1	5153	PDE1B	chr12q13	171891	7	"phosphodiesterase 1B, calmodulin-dependent"	0	1	0	1	0	0	0	0	0	cn	0.242131612	0.212259962	0.414476943
220987_s_at	-0.042021297	-0.274828645	2	56672   81788	C11orf17 /// NUAK2	chr11p15.3 /// chr1q32.1	608131 /// 609191	5	"chromosome 11 open reading frame 17 /// NUAK family, SNF1-like kinase, 2"	0	1	0	1	0	0	0	0	0	cn	0.244747926	0.206284249	0.348199421
216511_s_at	0.074743964	-0.261823206	1	6934	TCF7L2	chr10q25.3	125853 /// 602228	1	"transcription factor 7-like 2 (T-cell specific, HMG-box)"	0	1	0	1	0	0	0	0	0	cn	0.202862782	0.280832419	0.452937996
208449_s_at	-0.549832337	-0.635329414	1	2253	FGF8	chr10q24	600483	17	fibroblast growth factor 8 (androgen-induced)	0	1	0	1	0	0	0	0	0	cn	0.26599977	0.197254318	0.346151513
239827_at	0.094678344	0.119568573	1	28984	C13orf15	chr13q14.11	610077	11	RGC32 (RGC32)	0	1	0	1	0	0	0	0	0	snail	0.243240122	0.263596273	0.32378444
204595_s_at	0.055908548	-0.765531271	1	6781	STC1	chr8p21-p11.2	601185	4	stanniocalcin 1	0	1	0	1	0	0	0	0	0	snail	0.242512864	0.248672521	0.391748191
200980_s_at	-0.084778667	-0.544639681	1	5160	PDHA1	chrXp22.2-p22.1	300502 /// 308930 /// 312170	12	pyruvate dehydrogenase (lipoamide) alpha 1	0	1	0	1	0	0	0	0	0	snail	0.27929305	0.235035326	0.299243263
231906_at	0.569241124	1.088599013	1	3234	HOXD8	chr2q31.1	142985	1	homeobox D8	0	1	0	1	0	0	0	0	0	snail	0.240015208	0.224397441	0.41018857
1555517_at	-0.426772389	-0.093098005	1	2567	GABRG3	chr15q12	600233	1	"gamma-aminobutyric acid (GABA) A receptor, gamma 3"	0	1	0	1	0	0	0	0	0	snail	0.192345425	0.147198634	0.278521073
221964_at	0.170132138	-0.131733436	1	7289	TULP3	chr12p13.3	604730	3	tubby like protein 3	0	1	0	1	0	0	0	0	0	snail	0.256987958	0.258378164	0.430893631
228720_at	-0.065162513	0.353761505	1	57537	SORCS2	chr4p16.1	606284	3	sortilin-related VPS10 domain containing receptor 2	0	1	0	1	0	0	0	0	0	snail	0.294363794	0.19498364	0.34218997
212909_at	-0.139049654	-0.041393374	1	116372	LYPD1	chr2q21.2	610450	7	LY6/PLAUR domain containing 1	0	1	0	1	0	0	0	0	0	snail	0.238188061	0.213947874	0.308180169
230982_at	-0.232109289	-1.005129384	1	6656	SOX1	chr13q34	602148	30	"SRY (sex determining region Y)-box 1 (SOX1), mRNA"	0	1	0	1	0	0	0	0	0	snail	0.204658946	0.194227156	0.338223425
201368_at	-0.257085854	-0.118390015	1	678	ZFP36L2	chr2p22.3-p21	612053	1	"zinc finger protein 36, C3H type-like 2"	0	1	0	1	0	0	0	0	0	snail	0.238143266	0.198663493	0.452420445
213849_s_at	-0.146091664	-1.762759969	1	5521	PPP2R2B	chr5q31-q32	604325 /// 604326	17	"protein phosphatase 2 (formerly 2A), regulatory subunit B, beta isoform"	1	1	1	0	0	0	0	1	0	snail	0.190682994	0.234890563	0.456628407
208349_at	-0.106513193	-0.171901519	1	8989	TRPA1	chr8q13	604775	2	"transient receptor potential cation channel, subfamily A, member 1"	0	1	0	1	0	0	0	0	0	snail	0.195008885	0.219153968	0.36633987
