gnr.pb	gnr.id	gnr.sym	gnr.chr	l.cnt	l.type.cnt	l.cond.cnt	or	lung	gbm	atrt	br	cn	snail	sf	gnr.name
234740_at	8555	CDC14B	chr9q22.33	1	1	0	0	1	0	0	0	0	0	0	CDC14 cell division cycle 14 homolog B (S. cerevisiae) (CDC14B), transcript variant 2, mRNA
206794_at	2066	ERBB4	chr2q33.3-q34	1	1	0	0	1	0	0	0	0	0	0	v-erb-a erythroblastic leukemia viral oncogene homolog 4 (avian)
226958_s_at	400569	MED11	chr17p13.2	1	1	0	0	1	0	0	0	0	0	0	mediator complex subunit 11
206309_at	11061	LECT1	chr13q14-q21	1	1	0	0	1	0	0	0	0	0	0	leukocyte cell derived chemotaxin 1
227706_at	84501	SPIRE2	chr16q24	1	1	0	0	1	0	0	0	0	0	0	spire homolog 2 (Drosophila)
201248_s_at	6721	SREBF2	chr22q13	1	1	0	0	1	0	0	0	0	0	0	sterol regulatory element binding transcription factor 2
201165_s_at	9698	PUM1	chr1p35.2	1	1	0	0	1	0	0	0	0	0	0	pumilio homolog 1 (Drosophila)
219787_s_at	1894	ECT2	chr3q26.1-q26.2	1	1	0	0	1	0	0	0	0	0	0	epithelial cell transforming sequence 2 oncogene
213348_at	1028	CDKN1C	chr11p15.5	1	1	0	0	0	1	0	0	0	0	0	cyclin-dependent kinase inhibitor 1C (p57, Kip2)
228358_at	6666	SOX12	chr20p13	1	1	0	0	0	1	0	0	0	0	0	SRY (sex determining region Y)-box 12
227237_x_at	732419   83858	ATAD3B /// LOC732419	chr1p36.33	1	1	0	0	0	1	0	0	0	0	0	ATPase family, AAA domain containing 3B /// similar to AAA-ATPase  TOB3
224855_at	29920	PYCR2	chr1q42.12	1	1	0	0	0	1	0	0	0	0	0	pyrroline-5-carboxylate reductase family, member 2
204017_at	11015	KDELR3	chr22q13.1	1	1	0	0	0	1	0	0	0	0	0	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 3
1565737_at	6344	SCTR	chr2q14.1	1	1	0	0	0	1	0	0	0	0	0	secretin receptor
204420_at	8061	FOSL1	chr11q13	1	1	0	0	0	1	0	0	0	0	0	FOS-like antigen 1
217053_x_at	2115	ETV1	chr7p21.3	1	1	0	0	0	1	0	0	0	0	0	ets variant 1
208345_s_at	5453	POU3F1	chr1p34.1	1	1	0	0	0	1	0	0	0	0	0	POU class 3 homeobox 1
211737_x_at	5764	PTN	chr7q33-q34	1	1	0	0	0	1	0	0	0	0	0	pleiotrophin
217061_s_at	2115	ETV1	chr7p21.3	1	1	0	0	0	1	0	0	0	0	0	ets variant 1
211938_at	1975	EIF4B	chr12q13.13	1	1	0	0	0	1	0	0	0	0	0	eukaryotic translation initiation factor 4B
226705_at	2260	FGFR1	chr8p11.2-p11.1	1	1	0	0	0	1	0	0	0	0	0	fibroblast growth factor receptor 1
218222_x_at	405	ARNT	chr1q21	1	1	0	0	0	1	0	0	0	0	0	aryl hydrocarbon receptor nuclear translocator
202404_s_at	1278	COL1A2	chr7q22.1	1	1	0	0	0	1	0	0	0	0	0	collagen, type I, alpha 2
211116_at	6549	SLC9A2	chr2q11.2	1	1	0	0	0	1	0	0	0	0	0	solute carrier family 9 (sodium/hydrogen exchanger), member 2
216705_s_at	100	ADA	chr20q12-q13.11	1	1	0	0	0	1	0	0	0	0	0	adenosine deaminase
204639_at	100	ADA	chr20q12-q13.11	1	1	0	0	0	1	0	0	0	0	0	adenosine deaminase
214402_s_at	9814	SFI1	chr22q12.2	1	1	0	0	0	1	0	0	0	0	0	Sfi1 homolog, spindle assembly associated (yeast)
1565604_at	5822	PWP2	chr21q22.3	1	1	0	0	0	1	0	0	0	0	0	PWP2 periodic tryptophan protein homolog (yeast)
207549_x_at	4179	CD46	chr1q32	1	1	0	0	0	1	0	0	0	0	0	CD46 molecule, complement regulatory protein
215218_s_at	284403	WDR62	chr19q13.12	1	1	0	0	0	1	0	0	0	0	0	WD repeat domain 62
205290_s_at	650	BMP2	chr20p12	1	1	0	0	0	1	0	0	0	0	0	bone morphogenetic protein 2
200032_s_at	6133	RPL9	chr4p13	1	1	0	0	0	1	0	0	0	0	0	ribosomal protein L9
224891_at	2309	FOXO3	chr6q21	1	1	0	0	0	1	0	0	0	0	0	forkhead box O3
1569638_at	6660	SOX5	chr12p12.1	1	1	0	0	0	1	0	0	0	0	0	SRY (sex determining region Y)-box 5
213121_at	6625	SNRNP70	chr19q13.3	1	1	0	0	0	1	0	0	0	0	0	small nuclear ribonucleoprotein 70kDa (U1)
218058_at	30827	CXXC1	chr18q12	1	1	0	0	0	1	0	0	0	0	0	CXXC finger 1 (PHD domain)
223617_x_at	83858	ATAD3B	chr1p36.33	1	1	0	0	0	1	0	0	0	0	0	ATPase family, AAA domain containing 3B
209864_at	23401	FRAT2	chr10q24.1	1	1	0	0	0	1	0	0	0	0	0	frequently rearranged in advanced T-cell lymphomas 2
236314_at	9852	EPM2AIP1	chr3p22.1	1	1	0	0	0	1	0	0	0	0	0	EPM2A (laforin) interacting protein 1
207046_at	121504   554313   8294   8359   8360   8361   8362   8363   8364   8365   8366   8367   8368   8370	HIST1H4A /// HIST1H4B /// HIST1H4C /// HIST1H4D /// HIST1H4E /// HIST1H4F /// HIST1H4H /// HIST1H4I /// HIST1H4J /// HIST1H4K /// HIST1H4L /// HIST2H4A /// HIST2H4B /// HIST4H4	chr12p12.3 /// chr1q21 /// chr6p21.3 /// chr6p21.33 /// chr6p22-p21.3	1	1	0	0	0	1	0	0	0	0	0	histone cluster 1, H4a /// histone cluster 1, H4b /// histone cluster 1, H4c /// histone cluster 1, H4d /// histone cluster 1, H4e /// histone cluster 1, H4f /// histone cluster 1, H4h /// histone cluster 1, H4i /// histone cluster 1, H4j /// histone cluster 1, H4k /// histone cluster 1, H4l /// histone cluster 2, H4a /// histone cluster 2, H4b /// histone cluster 4, H4
212147_at	23381	SMG5	chr1q21.2	1	1	0	0	0	1	0	0	0	0	0	Smg-5 homolog, nonsense mediated mRNA decay factor (C. elegans)
220750_s_at	64175	LEPRE1	chr1p34.1	1	1	0	0	0	1	0	0	0	0	0	leucine proline-enriched proteoglycan (leprecan) 1
224874_at	51082	POLR1D	chr13q12.2	1	1	0	0	0	1	0	0	0	0	0	polymerase (RNA) I polypeptide D, 16kDa
205294_at	10458	BAIAP2	chr17q25	1	1	0	0	0	1	0	0	0	0	0	BAI1-associated protein 2
1557639_at	4774	NFIA	chr1p31.3-p31.2	1	1	0	0	0	1	0	0	0	0	0	Nuclear factor 1 A-type
215664_s_at	2044	EPHA5	chr4q13.1	1	1	0	0	0	1	0	0	0	0	0	EPH receptor A5
204096_s_at	8178	ELL	chr19p13.1	1	1	0	0	0	1	0	0	0	0	0	elongation factor RNA polymerase II
205252_at	7727	ZNF174	chr16p13.3	1	1	0	0	0	1	0	0	0	0	0	zinc finger protein 174
234854_at	23195	MDN1	chr6q15	1	1	0	0	0	1	0	0	0	0	0	MDN1, midasin homolog (yeast)
211401_s_at	2263	FGFR2	chr10q26	1	1	0	0	0	1	0	0	0	0	0	fibroblast growth factor receptor 2
206258_at	29906	ST8SIA5	chr18q21.1	1	1	0	0	0	1	0	0	0	0	0	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5
201465_s_at	3725	JUN	chr1p32-p31	1	1	0	0	0	1	0	0	0	0	0	jun oncogene
230701_x_at	64147	KIF9	chr3p21.31	1	1	0	0	0	1	0	0	0	0	0	kinesin family member 9
209100_at	7866	IFRD2	chr3p21.3	1	1	0	0	0	1	0	0	0	0	0	interferon-related developmental regulator 2
207914_x_at	2128	EVX1	chr7p15-p14	1	1	0	0	0	1	0	0	0	0	0	even-skipped homeobox 1
215145_s_at	26047	CNTNAP2	chr7q35-q36	1	1	0	0	0	1	0	0	0	0	0	contactin associated protein-like 2
224783_at	283991	FAM100B	chr17q25.1	1	1	0	0	0	1	0	0	0	0	0	family with sequence similarity 100, member B
231778_at	1747	DLX3	chr17q21	1	1	0	0	0	1	0	0	0	0	0	distal-less homeobox 3
236491_at	10017	BCL2L10	chr15q21	1	1	0	0	0	1	0	0	0	0	0	BCL2-like 10 (apoptosis facilitator)
206501_x_at	2115	ETV1	chr7p21.3	1	1	0	0	0	1	0	0	0	0	0	ets variant 1
204316_at	6001	RGS10	chr10q25	1	1	0	0	0	1	0	0	0	0	0	regulator of G-protein signaling 10
1554629_at	2045	EPHA7	chr6q16.1	1	1	0	0	0	1	0	0	0	0	0	EPH receptor A7
218696_at	9451	EIF2AK3	chr2p12	1	1	0	0	0	1	0	0	0	0	0	eukaryotic translation initiation factor 2-alpha kinase 3
205078_at	5281	PIGF	chr2p21-p16	1	1	0	0	0	1	0	0	0	0	0	phosphatidylinositol glycan anchor biosynthesis, class F
211999_at	3020   3021   440926	H3F3A /// H3F3B /// LOC440926	chr17q25 /// chr1q41 /// chr2q31.1	1	1	0	0	0	1	0	0	0	0	0	H3 histone, family 3A /// H3 histone, family 3B (H3.3B) /// H3 histone, family 3A pseudogene
201244_s_at	5894	RAF1	chr3p25	1	1	0	0	0	1	0	0	0	0	0	v-raf-1 murine leukemia viral oncogene homolog 1
217555_at	8243	SMC1A	chrXp11.22-p11.21	1	1	0	0	0	1	0	0	0	0	0	structural maintenance of chromosomes 1A
202970_at	8445	DYRK2	chr12q15	1	1	0	0	0	1	0	0	0	0	0	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 2
206140_at	9355	LHX2	chr9q33-q34.1	1	1	0	0	0	1	0	0	0	0	0	LIM homeobox 2
34868_at	23381	SMG5	chr1q21.2	1	1	0	0	0	1	0	0	0	0	0	Smg-5 homolog, nonsense mediated mRNA decay factor (C. elegans)
202288_at	2475	FRAP1	chr1p36.2	1	1	0	0	0	1	0	0	0	0	0	FK506 binding protein 12-rapamycin associated protein 1
1561042_at	3688	ITGB1	chr10p11.2	1	1	0	0	0	1	0	0	0	0	0	integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)
205883_at	7704	ZBTB16	chr11q23.1	1	1	0	0	0	1	0	0	0	0	0	zinc finger and BTB domain containing 16
208604_s_at	3200	HOXA3	chr7p15-p14	1	1	0	0	0	1	0	0	0	0	0	homeobox A3
223587_s_at	81693	AMN	chr14q32.3	1	1	0	0	0	1	0	0	0	0	0	amnionless homolog (mouse)
210507_s_at	10677	AVIL	chr12q14.1	1	1	0	0	0	1	0	0	0	0	0	advillin
219520_s_at	55841	WWC3	chrXp22.32	1	1	0	0	0	1	0	0	0	0	0	WWC family member 3
213145_at	144699	FBXL14	chr12p13.33	1	1	0	0	0	1	0	0	0	0	0	Clone 23870 mRNA sequence
214192_at	4927	NUP88	chr17p13.2	1	1	0	0	0	1	0	0	0	0	0	Alternative 3' UTR of Nup88 mRNA
205850_s_at	2562	GABRB3	chr15q11.2-q12	1	1	0	0	0	1	0	0	0	0	0	gamma-aminobutyric acid (GABA) A receptor, beta 3
224775_at	55677	IWS1	chr2q14.3	1	1	0	0	0	1	0	0	0	0	0	IWS1 homolog (S. cerevisiae)
208234_x_at	2263	FGFR2	chr10q26	1	1	0	0	0	1	0	0	0	0	0	fibroblast growth factor receptor 2
202857_at	10330	CNPY2	chr12q15	1	1	0	0	0	1	0	0	0	0	0	canopy 2 homolog (zebrafish)
203731_s_at	23660	ZKSCAN5	chr7q22	1	1	0	0	0	1	0	0	0	0	0	zinc finger with KRAB and SCAN domains 5
201900_s_at	10327	AKR1A1	chr1p33-p32	1	1	0	0	0	1	0	0	0	0	0	aldo-keto reductase family 1, member A1 (aldehyde reductase)
207517_at	3918	LAMC2	chr1q25-q31	1	1	0	0	0	1	0	0	0	0	0	laminin, gamma 2
230628_at	57634	EP400	chr12q24.33	1	1	0	0	0	1	0	0	0	0	0	E1A binding protein p400
200883_at	7385	UQCRC2	chr16p12	1	1	0	0	0	1	0	0	0	0	0	ubiquinol-cytochrome c reductase core protein II
215699_x_at	9814	SFI1	chr22q12.2	1	1	0	0	0	1	0	0	0	0	0	Sfi1 homolog, spindle assembly associated (yeast)
213604_at	6924	TCEB3	chr1p36.1	1	1	0	0	0	1	0	0	0	0	0	transcription elongation factor B (SIII), polypeptide 3 (110kDa, elongin A)
209466_x_at	5764	PTN	chr7q33-q34	1	1	0	0	0	1	0	0	0	0	0	pleiotrophin
229955_at	26273	FBXO3	chr11p13	1	1	0	0	0	1	0	0	0	0	0	F-box protein 3, mRNA (cDNA clone IMAGE:5296662)
215143_at	349152	DPY19L2P2	chr7q22.1	1	1	0	0	0	1	0	0	0	0	0	dpy-19-like 2 pseudogene 2 (C. elegans)
200094_s_at	1938	EEF2	chr19pter-q12	1	1	0	0	0	1	0	0	0	0	0	eukaryotic translation elongation factor 2
218330_s_at	89797	NAV2	chr11p15.1	1	1	0	0	0	1	0	0	0	0	0	neuron navigator 2
229239_x_at	28231	SLCO4A1	chr20q13.33	1	1	0	0	0	1	0	0	0	0	0	Solute carrier organic anion transporter family, member 4A1, mRNA (cDNA clone MGC:22943 IMAGE:4908245)
219389_at	55061	SUSD4	chr1q41	1	1	0	0	0	1	0	0	0	0	0	sushi domain containing 4
206785_s_at	3821   3822	KLRC1 /// KLRC2	chr12p13	1	1	0	0	0	1	0	0	0	0	0	killer cell lectin-like receptor subfamily C, member 1 /// killer cell lectin-like receptor subfamily C, member 2
210967_x_at	782	CACNB1	chr17q21-q22	1	1	0	0	0	1	0	0	0	0	0	calcium channel, voltage-dependent, beta 1 subunit
216588_at	100127893   100131085   388401   441896   6129   641900   648000   728380   728843	hCG_2015956 /// LOC100127893 /// LOC100131085 /// LOC388401 /// LOC441896 /// LOC641900 /// LOC728380 /// LOC728843 /// RPL7	chr17q21.33 /// chr1p13.3 /// chr2p22.2 /// chr5q14.1 /// chr5q34 /// chr6p22.3 /// chr8q21.11	1	1	0	0	0	1	0	0	0	0	0	hCG2015956 /// similar to ribosomal protein L7 /// hypothetical LOC100131085 /// similar to ribosomal protein L7 /// similar to ribosomal protein L7 /// similar to 60S ribosomal protein L7 /// hypothetical LOC728380 /// hypothetical LOC728843 /// ribosomal protein L7
229789_at	220359	TIGD3	chr11q13.1	1	1	0	0	0	1	0	0	0	0	0	tigger transposable element derived 3
1552673_at	222546	RFX6	chr6q22.2	1	1	0	0	0	1	0	0	0	0	0	regulatory factor X, 6
1552761_at	162515	SLC16A11	chr17p13.1	1	1	0	0	0	1	0	0	0	0	0	solute carrier family 16, member 11 (monocarboxylic acid transporter 11)
207791_s_at	5861	RAB1A	chr2p14	1	1	0	0	0	1	0	0	0	0	0	RAB1A, member RAS oncogene family
206374_at	1850	DUSP8	chr11p15.5	1	1	0	0	0	1	0	0	0	0	0	dual specificity phosphatase 8
236645_at	26959	HBP1	chr7q22-q31	1	1	0	0	0	0	1	0	0	0	0	HMG-box transcription factor 1
218926_at	55892	MYNN	chr3q26.2	1	1	0	0	0	0	1	0	0	0	0	myoneurin
216037_x_at	6934	TCF7L2	chr10q25.3	1	1	0	0	0	0	1	0	0	0	0	transcription factor 7-like 2 (T-cell specific, HMG-box)
207267_s_at	53820	DSCR6	chr21q22.2	1	1	0	0	0	0	1	0	0	0	0	Down syndrome critical region gene 6
206115_at	1960	EGR3	chr8p23-p21	1	1	0	0	0	0	1	0	0	0	0	early growth response 3
202094_at	332	BIRC5	chr17q25	1	1	0	0	0	0	1	0	0	0	0	baculoviral IAP repeat-containing 5
1556874_a_at	51320	MEX3C	chr18q21.2	1	1	0	0	0	0	1	0	0	0	0	mex-3 homolog C (C. elegans)
230732_s_at	5596	MAPK4	chr18q12-q21	1	1	0	0	0	0	1	0	0	0	0	CDNA clone IMAGE:5301938
212762_s_at	6934	TCF7L2	chr10q25.3	1	1	0	0	0	0	1	0	0	0	0	transcription factor 7-like 2 (T-cell specific, HMG-box)
212312_at	598	BCL2L1	chr20q11.21	1	1	0	0	0	0	1	0	0	0	0	BCL2-like 1
212390_at	727893   9659	LOC727893 /// PDE4DIP	chr1q12	1	1	0	0	0	0	1	0	0	0	0	similar to phosphodiesterase 4D interacting protein (myomegalin) /// phosphodiesterase 4D interacting protein
221323_at	80329	ULBP1	chr6q25	1	1	0	0	0	0	1	0	0	0	0	UL16 binding protein 1
241661_at	221037	JMJD1C	chr10q21.2-q21.3	1	1	0	0	0	0	1	0	0	0	0	jumonji domain containing 1C
234716_at	100132739   7545	LOC100132739 /// ZIC1	chr3q24	1	1	0	0	0	0	1	0	0	0	0	hypothetical protein LOC100132739 /// Zic family member 1 (odd-paired homolog, Drosophila)
202708_s_at	8349	HIST2H2BE	chr1q21-q23	1	1	0	0	0	0	1	0	0	0	0	histone cluster 2, H2be
216990_at	2618	GART	chr21q22.1|21q22.11	1	1	0	0	0	0	1	0	0	0	0	phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase
238370_x_at	6146	RPL22	chr1p36.3-p36.2	1	1	0	0	0	0	1	0	0	0	0	Full open reading frame cDNA clone RZPDo834F116D for gene RPL22, ribosomal protein L22; complete cds, incl. stopcodon
1554737_at	2201	FBN2	chr5q23-q31	1	1	0	0	0	0	1	0	0	0	0	fibrillin 2
202307_s_at	6890	TAP1	chr6p21.3	1	1	0	0	0	0	1	0	0	0	0	transporter 1, ATP-binding cassette, sub-family B (MDR/TAP)
218495_at	8409	UXT	chrXp11.23-p11.22	1	1	0	0	0	0	1	0	0	0	0	ubiquitously-expressed transcript
212761_at	6934	TCF7L2	chr10q25.3	1	1	0	0	0	0	1	0	0	0	0	transcription factor 7-like 2 (T-cell specific, HMG-box)
241463_at	9451	EIF2AK3	chr2p12	1	1	0	0	0	0	1	0	0	0	0	eukaryotic translation initiation factor 2-alpha kinase 3
205578_at	4920	ROR2	chr9q22	1	1	0	0	0	0	1	0	0	0	0	receptor tyrosine kinase-like orphan receptor 2
220081_x_at	51478	HSD17B7	chr1q23	1	1	0	0	0	0	1	0	0	0	0	hydroxysteroid (17-beta) dehydrogenase 7
236278_at	8353	HIST1H3E	chr6p21.3	1	1	0	0	0	0	1	0	0	0	0	Full open reading frame cDNA clone RZPDo834F0435D for gene HIST1H3E, histone 1, H3e; complete cds, without stopcodon
217287_s_at	7225	TRPC6	chr11q21-q22	1	1	0	0	0	0	1	0	0	0	0	transient receptor potential cation channel, subfamily C, member 6
209820_s_at	10607	TBL3	chr16p13.3	1	1	0	0	0	0	1	0	0	0	0	transducin (beta)-like 3
210626_at	8165	AKAP1	chr17q21-q23	1	1	0	0	0	0	1	0	0	0	0	A kinase (PRKA) anchor protein 1
229944_at	4986	OPRK1	chr8q11.2	1	1	0	0	0	0	1	0	0	0	0	opioid receptor, kappa 1
207548_at	2917	GRM7	chr3p26.1-p25.1	1	1	0	0	0	0	1	0	0	0	0	glutamate receptor, metabotropic 7
223887_at	29933	GPR132	chr14q32.3	1	1	0	0	0	0	1	0	0	0	0	G protein-coupled receptor 132
1560720_at	8569	MKNK1	chr1p33	1	1	0	0	0	0	1	0	0	0	0	MAP kinase interacting serine/threonine kinase 1
205061_s_at	5393	EXOSC9	chr4q27	1	1	0	0	0	0	1	0	0	0	0	exosome component 9
1561080_at	7296	TXNRD1	chr12q23-q24.1	1	1	0	0	0	0	1	0	0	0	0	thioredoxin reductase 1
205249_at	1959	EGR2	chr10q21.1	1	1	0	0	0	0	1	0	0	0	0	early growth response 2 (Krox-20 homolog, Drosophila)
235067_at	4289	MKLN1	chr7q32	1	1	0	0	0	0	1	0	0	0	0	muskelin 1, intracellular mediator containing kelch motifs
205539_at	10677	AVIL	chr12q14.1	1	1	0	0	0	0	1	0	0	0	0	advillin
1570627_at	6924	TCEB3	chr1p36.1	1	1	0	0	0	0	1	0	0	0	0	transcription elongation factor B (SIII), polypeptide 3 (110kDa, elongin A)
201285_at	23608	MKRN1	chr7q34	1	1	0	0	0	0	1	0	0	0	0	makorin ring finger protein 1
209109_s_at	7105	TSPAN6	chrXq22	1	1	0	0	0	0	1	0	0	0	0	tetraspanin 6
1553025_at	57211	GPR126	chr6q24.1	1	1	0	0	0	0	1	0	0	0	0	G protein-coupled receptor 126
217154_s_at	1908	EDN3	chr20q13.2-q13.3	1	1	0	0	0	0	1	0	0	0	0	endothelin 3
217404_s_at	1280	COL2A1	chr12q13.11	1	1	0	0	0	0	1	0	0	0	0	collagen, type II, alpha 1
216035_x_at	6934	TCF7L2	chr10q25.3	1	1	0	0	0	0	1	0	0	0	0	transcription factor 7-like 2 (T-cell specific, HMG-box)
208228_s_at	2263	FGFR2	chr10q26	1	1	0	0	0	0	1	0	0	0	0	fibroblast growth factor receptor 2
214298_x_at	23157	6-Sep	chrXq24	1	1	0	0	0	0	1	0	0	0	0	septin 6
224248_x_at	80011	NIP30	chr16q13	1	1	0	0	0	0	1	0	0	0	0	NEFA-interacting nuclear protein NIP30
212413_at	23157	6-Sep	chrXq24	1	1	0	0	0	0	1	0	0	0	0	septin 6
226904_at	386757   6535	SLC6A10P /// SLC6A8	chr16p11.2 /// chrXq28	1	1	0	0	0	0	1	0	0	0	0	CDNA clone IMAGE:40015586 /// Creatine transporter
219140_s_at	5950	RBP4	chr10q23-q24	1	1	0	0	0	0	1	0	0	0	0	retinol binding protein 4, plasma
203587_at	379	ARL4D	chr17q12-q21	1	1	0	0	0	0	1	0	0	0	0	ADP-ribosylation factor-like 4D
211580_s_at	8503	PIK3R3	chr1p34.1	1	1	0	0	0	0	1	0	0	0	0	phosphoinositide-3-kinase, regulatory subunit 3 (gamma)
206270_at	5582	PRKCG	chr19q13.4	1	1	0	0	0	0	1	0	0	0	0	protein kinase C, gamma
205541_s_at	23708	GSPT2	chrXp11.22	1	1	0	0	0	0	1	0	0	0	0	G1 to S phase transition 2
226591_at	6638	SNRPN	chr15q11.2	1	1	0	0	0	0	1	0	0	0	0	small nuclear ribonucleoprotein polypeptide N
1554512_a_at	84902	CCDC123	chr19q13.11	1	1	0	0	0	0	1	0	0	0	0	coiled-coil domain containing 123
232436_at	10782	ZNF274	chr19qter	1	1	0	0	0	0	1	0	0	0	0	zinc finger protein 274
219142_at	65997	RASL11B	chr4q12	1	1	0	0	0	0	1	0	0	0	0	RAS-like, family 11, member B
228577_x_at	57489	ODF2L	chr1p22.3	1	1	0	0	0	0	1	0	0	0	0	outer dense fiber of sperm tails 2-like
227666_at	166614	DCLK2	chr4q31.3	1	1	0	0	0	0	1	0	0	0	0	doublecortin-like kinase 2
236094_at	6934	TCF7L2	chr10q25.3	1	1	0	0	0	0	1	0	0	0	0	CDNA FLJ90224 fis, clone NT2RM1000789, highly similar to Mus musculus transcription factor 7-like 2, T-cell specific, HMG-box (Tcf7l2), mRNA
224206_x_at	55892	MYNN	chr3q26.2	1	1	0	0	0	0	1	0	0	0	0	myoneurin
219347_at	55270	NUDT15	chr13q14.2	1	1	0	0	0	0	1	0	0	0	0	nudix (nucleoside diphosphate linked moiety X)-type motif 15
226261_at	223082	ZNRF2	chr7p15.1	1	1	0	0	0	0	1	0	0	0	0	zinc and ring finger 2
232458_at	1281	COL3A1	chr2q31	1	1	0	0	0	0	1	0	0	0	0	MRNA 3' region for pro-alpha1(III) collagen
229883_at	2906	GRIN2D	chr19q13.1-qter	1	1	0	0	0	0	1	0	0	0	0	glutamate receptor, ionotropic, N-methyl D-aspartate 2D
222383_s_at	59344	ALOXE3	chr17p13.1	1	1	0	0	0	0	1	0	0	0	0	arachidonate lipoxygenase 3
225198_at	9218	VAPA	chr18p11.22	1	1	0	0	0	0	1	0	0	0	0	VAMP (vesicle-associated membrane protein)-associated protein A, 33kDa
222074_at	7389	UROD	chr1p34	1	1	0	0	0	0	1	0	0	0	0	uroporphyrinogen decarboxylase
231927_at	22926	ATF6	chr1q22-q23	1	1	0	0	0	0	1	0	0	0	0	ATF family member ATF6 (ATF6)
239014_at	55749	CCAR1	chr10q21.3	1	1	0	0	0	0	1	0	0	0	0	Death inducer with SAP domain DIS
213492_at	1280	COL2A1	chr12q13.11	1	1	0	0	0	0	1	0	0	0	0	collagen, type II, alpha 1
235781_at	774	CACNA1B	chr9q34	1	1	0	0	0	0	1	0	0	0	0	calcium channel, voltage-dependent, N type, alpha 1B subunit
223278_at	2706	GJB2	chr13q11-q12	1	1	0	0	0	0	1	0	0	0	0	gap junction protein, beta 2, 26kDa
202192_s_at	8522	GAS7	chr17p13.1	1	1	0	0	0	0	1	0	0	0	0	growth arrest-specific 7
242163_at	9967	THRAP3	chr1p34.3	1	1	0	0	0	0	1	0	0	0	0	thyroid hormone receptor associated protein 3
224851_at	1021	CDK6	chr7q21-q22	1	1	0	0	0	0	1	0	0	0	0	cyclin-dependent kinase 6
235342_at	50859	SPOCK3	chr4q32.3	1	1	0	0	0	0	1	0	0	0	0	sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 3
1559342_a_at	6638	SNRPN	chr15q11.2	1	1	0	0	0	0	1	0	0	0	0	small nuclear ribonucleoprotein polypeptide N
213322_at	221443	C6orf130	chr6p21.1	1	1	0	0	0	0	1	0	0	0	0	chromosome 6 open reading frame 130
204492_at	9824	ARHGAP11A	chr15q13.2	1	1	0	0	0	0	1	0	0	0	0	Rho GTPase activating protein 11A
212414_s_at	23157   84656	N-PAC /// SEPT6	chr16p13.3 /// chrXq24	1	1	0	0	0	0	1	0	0	0	0	cytokine-like nuclear factor n-pac /// septin 6
225939_at	317649	EIF4E3	chr3p14	1	1	0	0	0	0	1	0	0	0	0	eukaryotic translation initiation factor 4E family member 3
222015_at	1454	CSNK1E	chr22q13.1	1	1	0	0	0	0	1	0	0	0	0	casein kinase 1, epsilon
208399_s_at	1908	EDN3	chr20q13.2-q13.3	1	1	0	0	0	0	1	0	0	0	0	endothelin 3
228894_at	253842   2649	LOC253842 /// NR6A1	chr9q33-q34.1 /// chr9q34.11	1	1	0	0	0	0	1	0	0	0	0	hypothetical protein LOC253842 /// nuclear receptor subfamily 6, group A, member 1
215531_s_at	2558	GABRA5	chr15q11.2-q12	1	1	0	0	0	0	1	0	0	0	0	gamma-aminobutyric acid (GABA) A receptor, alpha 5
241980_at	4135	MAP6	chr11q13.5	1	1	0	0	0	0	1	0	0	0	0	microtubule-associated protein 6
207704_s_at	8522	GAS7	chr17p13.1	1	1	0	0	0	0	1	0	0	0	0	growth arrest-specific 7
211556_at	10982	MAPRE2	chr18q12.1	1	1	0	0	0	0	1	0	0	0	0	microtubule-associated protein, RP/EB family, member 2
219335_at	64860	ARMCX5	chrXq22.1-q22.3	1	1	0	0	0	0	1	0	0	0	0	armadillo repeat containing, X-linked 5
200696_s_at	2934	GSN	chr9q33	1	1	0	0	0	0	1	0	0	0	0	gelsolin (amyloidosis, Finnish type)
240702_at	8925	HERC1	chr15q22	1	1	0	0	0	0	1	0	0	0	0	hect (homologous to the E6-AP (UBE3A) carboxyl terminus) domain and RCC1 (CHC1)-like domain (RLD) 1
206444_at	5153	PDE1B	chr12q13	1	1	0	0	0	0	1	0	0	0	0	phosphodiesterase 1B, calmodulin-dependent
220987_s_at	56672   81788	C11orf17 /// NUAK2	chr11p15.3 /// chr1q32.1	1	1	0	0	0	0	1	0	0	0	0	chromosome 11 open reading frame 17 /// NUAK family, SNF1-like kinase, 2
216511_s_at	6934	TCF7L2	chr10q25.3	1	1	0	0	0	0	1	0	0	0	0	transcription factor 7-like 2 (T-cell specific, HMG-box)
208449_s_at	2253	FGF8	chr10q24	1	1	0	0	0	0	1	0	0	0	0	fibroblast growth factor 8 (androgen-induced)
239827_at	28984	C13orf15	chr13q14.11	1	1	0	0	0	0	0	1	0	0	0	RGC32 (RGC32)
204595_s_at	6781	STC1	chr8p21-p11.2	1	1	0	0	0	0	0	1	0	0	0	stanniocalcin 1
