ann.probe	tis.cnt	tis	lv.cnt	lv	fdf.pCsc	fdf.EscCsc	g.id.num	out.gid	g.sym	g.chr	n.ann.tsp	g.name	tcnd	cor.mean.csc	cor.mean.p	cor.mean.Esc
212762_s_at	2	atrt gbm	"1,1"	"nov_set.a,nov_set.a"	0.059962004	-0.028759581	1	6934	TCF7L2	chr10q25.3	11	"transcription factor 7-like 2 (T-cell specific, HMG-box)"	cn	0.238573883	0.265956773	0.43796763
212390_at	2	atrt colon	"1,1"	"nov_set.a,nov_set.a"	0.482452395	1.028637532	2	727893   9659	LOC727893 /// PDE4DIP	chr1q12	10	similar to phosphodiesterase 4D interacting protein (myomegalin) /// phosphodiesterase 4D interacting protein	cn	0.267305863	0.24424311	0.283499214
241661_at	2	atrt oral	"1,1"	"nov_set.a,nov_set.a"	0.616738701	-0.137495407	1	221037	JMJD1C	chr10q21.2-q21.3	9	jumonji domain containing 1C	cn	0.205220597	0.230805443	0.21340008
234716_at	2	atrt breast	"1,1"	"nov_set.a,nov_set.a"	-0.442150859	-0.574747383	2	100132739   7545	LOC100132739 /// ZIC1	chr3q24	2	"hypothetical protein LOC100132739 /// Zic family member 1 (odd-paired homolog, Drosophila)"	cn	0.244867618	0.206765505	0.393413852
202708_s_at	2	atrt sf	"1,1"	"nov_set.a,nov_set.a"	0.319233428	0.817754656	1	8349	HIST2H2BE	chr1q21-q23	4	"histone cluster 2, H2be"	cn	0.248045576	0.229252581	0.182084612
218495_at	2	atrt breast	"1,1"	"nov_set.a,nov_set.a"	-0.321668703	0.629492118	1	8409	UXT	chrXp11.23-p11.22	8	ubiquitously-expressed transcript	cn	0.226229935	0.245366248	0.371628828
212761_at	2	atrt gbm	"1,1"	"nov_set.a,nov_set.a"	-0.000984017	-0.447439099	1	6934	TCF7L2	chr10q25.3	23	"transcription factor 7-like 2 (T-cell specific, HMG-box)"	cn	0.21527549	0.262904259	0.46701812
241463_at	2	atrt breast	"1,1"	"nov_set.a,nov_set.a"	-0.325711552	-0.565870673	1	9451	EIF2AK3	chr2p12	2	eukaryotic translation initiation factor 2-alpha kinase 3	cn	0.224297309	0.292255472	0.460868905
220081_x_at	2	atrt breast	"1,1"	"nov_set.a,nov_set.a"	0.769082447	0.52591956	1	51478	HSD17B7	chr1q23	10	hydroxysteroid (17-beta) dehydrogenase 7	cn	0.191603954	0.211121908	0.310080336
236278_at	2	atrt breast	"1,1"	"nov_set.a,nov_set.a"	-0.172238388	0.290128512	1	8353	HIST1H3E	chr6p21.3	8	"Full open reading frame cDNA clone RZPDo834F0435D for gene HIST1H3E, histone 1, H3e; complete cds, without stopcodon"	cn	0.224043422	0.210741539	0.216720006
207548_at	2	atrt breast	"1,1"	"nov_set.a,nov_set.a"	0.153610311	-0.404327007	1	2917	GRM7	chr3p26.1-p25.1	4	"glutamate receptor, metabotropic 7"	cn	0.186973837	0.247112467	0.308090337
205061_s_at	2	atrt breast	"1,1"	"nov_set.a,nov_set.a"	0.08060454	-1.20613379	1	5393	EXOSC9	chr4q27	10	exosome component 9	cn	0.263406583	0.279380548	0.379262094
1570627_at	2	atrt breast	"1,1"	"nov_set.a,nov_set.a"	-0.398116461	-1.052160437	1	6924	TCEB3	chr1p36.1	1	"transcription elongation factor B (SIII), polypeptide 3 (110kDa, elongin A)"	cn	0.203668901	0.299469166	0.332702604
216035_x_at	2	atrt gbm	"1,1"	"nov_set.a,nov_set.a"	0.033983755	-0.416263562	1	6934	TCF7L2	chr10q25.3	1	"transcription factor 7-like 2 (T-cell specific, HMG-box)"	cn	0.215782511	0.27690082	0.474370149
214298_x_at	2	atrt breast	"1,1"	"nov_set.a,nov_set.a"	0.70181426	0.359346434	1	23157	6-Sep	chrXq24	11	septin 6	cn	0.298758085	0.262572776	0.273000151
203587_at	2	atrt breast	"1,1"	"nov_set.a,nov_set.a"	-0.287915654	-0.844846525	1	379	ARL4D	chr17q12-q21	5	ADP-ribosylation factor-like 4D	cn	0.210172994	0.275498399	0.325645923
228577_x_at	2	atrt oral	"1,1"	"nov_set.a,nov_set.a"	0.308843778	0.040169174	1	57489	ODF2L	chr1p22.3	14	outer dense fiber of sperm tails 2-like	cn	0.206924777	0.325551099	0.333973848
224206_x_at	2	atrt oral	"1,1"	"nov_set.a,nov_set.a"	0.707924803	1.273145243	1	55892	MYNN	chr3q26.2	9	myoneurin	cn	0.279726291	0.311308897	0.398126509
224851_at	2	atrt oral	"1,1"	"nov_set.a,nov_set.a"	0.173067742	1.262216996	1	1021	CDK6	chr7q21-q22	2	cyclin-dependent kinase 6	cn	0.220813761	0.303488116	0.379385842
212414_s_at	2	atrt gbm	"1,1"	"nov_set.a,nov_set.a"	0.48558311	0.168389578	2	23157   84656	N-PAC /// SEPT6	chr16p13.3 /// chrXq24	9	cytokine-like nuclear factor n-pac /// septin 6	cn	0.29562945	0.308064797	0.38045647
222015_at	2	atrt breast	"1,1"	"nov_set.a,nov_set.a"	0.465871512	0.559099777	1	1454	CSNK1E	chr22q13.1	17	"casein kinase 1, epsilon"	cn	0.256465485	0.329800931	0.342291874
220987_s_at	2	atrt gbm	"1,1"	"nov_set.a,nov_set.a"	-0.042021297	-0.274828645	2	56672   81788	C11orf17 /// NUAK2	chr11p15.3 /// chr1q32.1	5	"chromosome 11 open reading frame 17 /// NUAK family, SNF1-like kinase, 2"	cn	0.244747926	0.206284249	0.348199421
216511_s_at	2	atrt gbm	"1,1"	"nov_set.a,nov_set.a"	0.074743964	-0.261823206	1	6934	TCF7L2	chr10q25.3	1	"transcription factor 7-like 2 (T-cell specific, HMG-box)"	cn	0.202862782	0.280832419	0.452937996
1553234_at	2	atrt breast	"1,1"	"nov_set.a,nov_set.a"	-0.012572581	-0.999695972	1	170692	ADAMTS18	chr16q23	1	"ADAM metallopeptidase with thrombospondin type 1 motif, 18"	snail	0.231823188	0.280908569	0.399197198
204597_x_at	2	atrt breast	"1,1"	"nov_set.a,nov_set.a"	0.043073766	-0.798321174	1	6781	STC1	chr8p21-p11.2	3	stanniocalcin 1	snail	0.246780216	0.246263981	0.372489685
203957_at	2	atrt colon	"1,1"	"nov_set.a,nov_set.a"	0.224392598	0.642784784	1	1876	E2F6	chr2p25.1	9	E2F transcription factor 6	sf	0.2285245	0.214640325	0.454856435
204200_s_at	2	atrt gbm	"1,1"	"nov_set.a,nov_set.a"	-0.136387003	0.058094313	1	5155	PDGFB	chr22q12.3-q13.1|22q13.1	8	platelet-derived growth factor beta polypeptide (simian sarcoma viral (v-sis) oncogene homolog)	sf	0.28318	0.263283186	0.348052673
218942_at	2	atrt sf	"1,1"	"nov_set.a,nov_set.a"	-0.050033751	0.691265894	1	79837	PIP4K2C	chr12q13.3	3	"phosphatidylinositol-5-phosphate 4-kinase, type II, gamma"	sf	0.253519411	0.236724847	0.404562286
226273_at	2	atrt breast	"1,1"	"nov_set.a,nov_set.a"	0.45731864	-0.512395943	1	1184	CLCN5	chrXp11.23	4	chloride channel 5	lg	0.282931915	0.199516045	0.28111535
218752_at	2	atrt breast	"1,1"	"nov_set.a,nov_set.a"	0.107547156	0.834102191	1	55954	ZMAT5	chr22cen-q12.3	8	"zinc finger, matrin type 5"	lg	0.253684601	0.210437279	0.276950558
204898_at	2	atrt breast	"1,1"	"nov_set.a,nov_set.a"	-0.770655	-0.675987628	1	8819	SAP30	chr4q34.1	3	"Sin3A-associated protein, 30kDa"	lg	0.266917397	0.260076598	0.255237276
201088_at	2	atrt breast	"1,1"	"nov_set.a,nov_set.a"	-0.523359864	-0.445875235	2	3838   728860	KPNA2 /// LOC728860	chr17q24.2	10	"karyopherin alpha 2 (RAG cohort 1, importin alpha 1) /// karyopherin alpha-2 subunit like"	lg	0.251184656	0.224625122	0.427200199
236501_at	2	atrt breast	"1,1"	"g.lv7.ALL,g.lv7.ALL"	-0.003635309	-1.879318221	1	57167	SALL4	chr20q13.13-q13.2	7	"Sal-like 4 (Drosophila) (SALL4), mRNA"	x	0.183800601	0.301240851	0.331647905
206286_s_at	2	atrt oral	"1,1"	"g.lv7.ALL,g.lv7.ALL"	-0.175911471	-1.980426435	2	6997   6998	TDGF1 /// TDGF3	chr3p21.31 /// chrXq22.3	4	"teratocarcinoma-derived growth factor 1 /// teratocarcinoma-derived growth factor 3, pseudogene"	x	0.210368725	0.266067173	0.443190575
220817_at	2	atrt breast	"1,1"	"g.lv5.p.csc,g.lv5.p.csc"	0.011481831	-1.080861559	1	7223	TRPC4	chr13q13.1-q13.2	12	"transient receptor potential cation channel, subfamily C, member 4"	x	0.226468348	0.178437752	0.350896398
219732_at	2	atrt gbm	"1,1"	"g.lv3.csc,g.lv3.csc"	-0.346032637	-1.452420717	1	54886	RP11-35N6.1	chr9q31.1	8	plasticity related gene 3	x	0.240649295	0.233359027	0.33362822
230010_at	2	atrt breast	"1,1"	"g.lv3.csc,g.lv3.csc"	-0.43432532	-1.321039173	1	84530	KIAA1853	chr12q24.23	2	KIAA1853	x	0.168968192	0.263193397	0.452809607
223615_at	2	atrt gbm	"1,1"	"g.lv3.csc,g.lv3.csc"	-0.668773357	-1.52029381	1	51225	ABI3	chr17q21.3	5	"ABI family, member 3"	x	0.197741493	0.265272411	0.305443009
206528_at	2	atrt breast	"1,1"	"g.lv3.csc,g.lv3.csc"	-0.224396663	-1.115071729	1	7225	TRPC6	chr11q21-q22	6	"transient receptor potential cation channel, subfamily C, member 6"	x	0.169807962	0.205523478	0.267735001
235289_at	2	oral gbm	"1,1"	"lv_set.a,lv_set.a"	0.729934934	1.699678985	1	56648	EIF5A2	chr3q26.2	3	eukaryotic translation initiation factor 5A2	com	0.235391953	0.232965717	0.242581907
219076_s_at	2	oral colon	"1,1"	"lv_set.a,lv_set.a"	-0.682963823	0.813234747	1	5827	PXMP2	chr12q24.33	6	"peroxisomal membrane protein 2, 22kDa"	com	0.2616931	0.204934999	0.280925028
203345_s_at	2	oral breast	"1,1"	"lv_set.a,lv_set.a"	0.634521185	-1.233820873	1	22823	MTF2	chr1p22.1	10	metal response element binding transcription factor 2	gbm	0.234895264	0.271459984	0.342303364
203346_s_at	2	oral breast	"1,1"	"lv_set.a,lv_set.a"	0.732162913	-0.897080323	1	22823	MTF2	chr1p22.1	12	metal response element binding transcription factor 2	gbm	0.2295209	0.277176007	0.305028756
220198_s_at	2	oral breast	"1,1"	"lv_set.a,lv_set.a"	0.668255916	1.429121777	1	56648	EIF5A2	chr3q26.2	6	eukaryotic translation initiation factor 5A2	gbm	0.249918137	0.214690549	0.16551885
235296_at	2	oral breast	"1,1"	"lv_set.a,lv_set.a"	0.608694805	1.755992929	1	56648	EIF5A2	chr3q26.2	5	eukaryotic translation initiation factor 5A2	gbm	0.242366006	0.245242736	0.389309869
217941_s_at	2	oral gbm	"2,2"	"lv_set.a g.lv3.csc,lv_set.a g.lv3.csc"	0.294287101	1.503254431	1	55914	ERBB2IP	chr5q12.3	9	erbb2 interacting protein	gbm	0.243394487	0.359756619	0.429413691
222473_s_at	2	oral gbm	"2,2"	"lv_set.a g.lv3.csc,lv_set.a g.lv3.csc"	0.440597075	1.660994772	1	55914	ERBB2IP	chr5q12.3	9	erbb2 interacting protein	gbm	0.248897769	0.353316104	0.409307065
201839_s_at	2	oral gbm	"1,1"	"lv_set.a,lv_set.a"	-0.218041699	-0.992837162	1	4072	EPCAM	chr2p21	10	epithelial cell adhesion molecule	gbm	0.299871763	0.277116734	0.471066063
209901_x_at	2	oral breast	"2,2"	"lv_set.a g.lv3.csc,lv_set.a g.lv3.csc"	-0.469628315	-1.139579304	1	199	AIF1	chr6p21.3	9	allograft inflammatory factor 1	gbm	0.192978114	0.258508743	0.235927389
201983_s_at	2	oral breast	"1,1"	"lv_set.a,lv_set.a"	0.226066902	1.732357139	1	1956	EGFR	chr7p12	3	"epidermal growth factor receptor (erythroblastic leukemia viral (v-erb-b) oncogene homolog, avian)"	snail	0.249839168	0.22817124	0.233502168
212470_at	2	oral colon	"2,2"	"lv_set.a g.lv3.csc,lv_set.a g.lv3.csc"	0.457273978	1.588807245	1	9043	SPAG9	chr17q21.33	10	sperm associated antigen 9	sf	0.187277689	0.317827424	0.426993876
235331_x_at	2	oral breast	"1,1"	"lv_set.a,lv_set.a"	0.815775674	1.960973078	1	84333	PCGF5	chr10q23.32	4	polycomb group ring finger 5	lg	0.276572795	0.221263302	0.249883728
201151_s_at	2	oral breast	"2,2"	"lv_set.a g.lv5.p.csc,lv_set.a g.lv5.p.csc"	0.145214104	1.814962573	1	4154	MBNL1	chr3q25	17	muscleblind-like (Drosophila)	lg	0.228906182	0.294758269	0.239272495
226547_at	2	oral breast	"2,2"	"lv_set.a g.lv3.csc,lv_set.a g.lv3.csc"	0.64115001	1.048050273	1	7994	MYST3	chr8p11	6	MYST histone acetyltransferase (monocytic leukemia) 3	lg	0.208901521	0.287918941	0.472321201
221366_at	2	oral breast	"2,2"	"lv_set.a g.lv3.csc,lv_set.a g.lv3.csc"	-0.643248785	-1.041146004	1	4825	NKX6-1	chr4q21.2-q22	2	NK6 homeobox 1	lg	0.199827452	0.201803312	0.392441805
205090_s_at	2	oral sf	"1,1"	"nov_set.a,nov_set.a"	-0.616991012	0.262741508	1	51172	NAGPA	chr16p13.3	8	N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase	com	0.189188339	0.211021468	0.409497628
1554868_s_at	2	oral breast	"1,1"	"nov_set.a,nov_set.a"	0.729376801	1.219567598	1	57092	PCNP	chr3q12.3	7	PEST proteolytic signal containing nuclear protein	com	0.244617416	0.331809814	0.335394275
224984_at	2	oral colon	"1,1"	"nov_set.a,nov_set.a"	0.615009241	1.351031642	1	10725	NFAT5	chr16q22.1	9	"nuclear factor of activated T-cells 5, tonicity-responsive"	com	0.259430308	0.327075961	0.466804025
208678_at	2	oral colon	"1,1"	"nov_set.a,nov_set.a"	0.817427581	1.051455825	1	529	ATP6V1E1	chr22pter-q11.2|22q11.1	8	"ATPase, H+ transporting, lysosomal 31kDa, V1 subunit E1"	com	0.230542494	0.266811761	0.32183478
209580_s_at	2	oral gbm	"1,1"	"nov_set.a,nov_set.a"	0.021897086	0.518836071	1	8930	MBD4	chr3q21-q22	8	methyl-CpG binding domain protein 4	gbm	0.235455961	0.291123524	0.39365509
207035_at	2	oral breast	"1,1"	"nov_set.a,nov_set.a"	-0.064355945	-0.885488219	1	7781	SLC30A3	chr2p23.3	6	"solute carrier family 30 (zinc transporter), member 3"	gbm	0.268913457	0.345398827	0.378387459
204041_at	2	oral breast	"1,1"	"nov_set.a,nov_set.a"	-0.332001138	-0.003913431	1	4129	MAOB	chrXp11.23	5	monoamine oxidase B	gbm	0.235531415	0.195342933	0.288746684
218236_s_at	2	oral breast	"1,1"	"nov_set.a,nov_set.a"	0.47727452	0.71270756	1	23683	PRKD3	chr2p21	4	protein kinase D3	gbm	0.25366815	0.34828627	0.471871389
214047_s_at	2	oral gbm	"1,1"	"nov_set.a,nov_set.a"	0.051145642	0.30513145	1	8930	MBD4	chr3q21-q22	7	methyl-CpG binding domain protein 4	gbm	0.232591129	0.282445258	0.413810194
213729_at	2	oral breast	"1,1"	"nov_set.a,nov_set.a"	0.79667967	0.062024133	1	55660	PRPF40A	chr2q23.3	6	PRP40 pre-mRNA processing factor 40 homolog A (S. cerevisiae)	gbm	0.24367151	0.312437998	0.335945869
209579_s_at	2	oral breast	"1,1"	"nov_set.a,nov_set.a"	0.123005642	0.239547464	1	8930	MBD4	chr3q21-q22	8	methyl-CpG binding domain protein 4	gbm	0.225631458	0.250662886	0.381482246
222565_s_at	2	oral breast	"1,1"	"nov_set.a,nov_set.a"	0.438033355	0.522207246	1	23683	PRKD3	chr2p21	4	protein kinase D3	gbm	0.243193514	0.317236516	0.452774521
1558675_s_at	2	oral colon	"1,1"	"nov_set.a,nov_set.a"	0.469850205	0.970486097	1	9147	SDCCAG1	chr14q22	5	serologically defined colon cancer antigen 1	gbm	0.233757736	0.319895766	0.425488135
235170_at	2	oral breast	"1,1"	"nov_set.a,nov_set.a"	0.505971387	-0.474677523	1	168374	ZNF92	chr7q11.21	6	zinc finger protein 92	gbm	0.218329882	0.341330886	0.450999271
212607_at	2	oral breast	"1,1"	"nov_set.a,nov_set.a"	1.07708365	0.878401449	1	10000	AKT3	chr1q43-q44	2	"v-akt murine thymoma viral oncogene homolog 3 (protein kinase B, gamma)"	gbm	0.200279889	0.274836268	0.316694868
201138_s_at	2	oral breast	"1,1"	"nov_set.a,nov_set.a"	0.430464075	-0.403988672	1	6741	SSB	chr2q31.1	8	Sjogren syndrome antigen B (autoantigen La)	gbm	0.253266203	0.310838038	0.228292857
223784_at	2	oral breast	"1,1"	"nov_set.a,nov_set.a"	0.733703474	0.056526708	1	57393	TMEM27	chrXp22	7	transmembrane protein 27	gbm	0.266319413	0.295371941	0.309826028
212322_at	2	oral gbm	"1,1"	"nov_set.a,nov_set.a"	-1.019046435	0.014083616	1	8879	SGPL1	chr10q21	4	sphingosine-1-phosphate lyase 1	gbm	0.210483514	0.251129269	0.300376185
212036_s_at	2	oral breast	"1,1"	"nov_set.a,nov_set.a"	0.638407799	0.060708174	1	5411	PNN	chr14q21.1	8	"pinin, desmosome associated protein"	gbm	0.236080138	0.318111057	0.461852829
206158_s_at	2	oral breast	"1,1"	"nov_set.a,nov_set.a"	0.704782374	0.295962967	1	7555	CNBP	chr3q21	14	"CCHC-type zinc finger, nucleic acid binding protein"	gbm	0.269741207	0.277880105	0.394463964
1554992_at	2	oral breast	"1,1"	"nov_set.a,nov_set.a"	-0.411326279	-0.583609973	1	5923	RASGRF1	chr15q24	1	Ras protein-specific guanine nucleotide-releasing factor 1	gbm	0.253345711	0.328524366	0.233155892
207791_s_at	2	oral gbm	"1,1"	"nov_set.a,nov_set.a"	0.126277926	1.20651808	1	5861	RAB1A	chr2p14	11	"RAB1A, member RAS oncogene family"	br	0.229393305	0.295588063	0.417714968
204101_at	2	oral colon	"1,1"	"nov_set.a,nov_set.a"	0.147359506	0.65552405	1	4534	MTM1	chrXq28	1	myotubularin 1	sf	0.221047408	0.198468094	0.392726635
207727_s_at	2	oral colon	"1,1"	"nov_set.a,nov_set.a"	-0.435706495	-1.017157971	1	4595	MUTYH	chr1p34.3-p32.1	27	mutY homolog (E. coli)	sf	0.189788094	0.263904534	0.34678971
201650_at	2	oral colon	"1,1"	"nov_set.a,nov_set.a"	-0.505043362	-0.347902852	2	3728   3880	JUP /// KRT19	chr17q21 /// chr17q21.2	8	junction plakoglobin /// keratin 19	sf	0.291923313	0.315703401	0.439641684
201210_at	2	oral colon	"1,1"	"nov_set.a,nov_set.a"	0.765018492	0.65462467	1	1654	DDX3X	chrXp11.3-p11.23	3	"DEAD (Asp-Glu-Ala-Asp) box polypeptide 3, X-linked"	sf	0.210772735	0.295822386	0.38085294
205063_at	2	oral colon	"1,1"	"nov_set.a,nov_set.a"	0.260084411	0.461477572	1	8487	SIP1	chr14q13	9	survival of motor neuron protein interacting protein 1	sf	0.255755323	0.225297019	0.320046106
226110_at	2	oral colon	"1,1"	"nov_set.a,nov_set.a"	0.34714113	-0.38981557	1	375743	PTAR1	chr9q21.11	1	protein prenyltransferase alpha subunit repeat containing 1	sf	0.25877516	0.360113134	0.47957982
232048_at	2	oral breast	"1,1"	"nov_set.a,nov_set.a"	0.521265601	1.142261074	1	143684	FAM76B	chr11q21	4	"family with sequence similarity 76, member B"	lg	0.206846529	0.299103373	0.307198527
236620_at	2	oral breast	"1,1"	"nov_set.a,nov_set.a"	0.642540377	-0.090100229	1	55183	RIF1	chr2q23.3	10	RAP1 interacting factor homolog (yeast)	lg	0.264014231	0.242315811	0.396235765
202322_s_at	2	oral breast	"1,1"	"nov_set.a,nov_set.a"	0.648472818	0.473974287	1	9453	GGPS1	chr1q43	14	geranylgeranyl diphosphate synthase 1	lg	0.231374487	0.295406831	0.479926596
228011_at	2	oral breast	"1,1"	"nov_set.a,nov_set.a"	0.710767062	0.808570636	1	137392	FAM92A1	chr8q22.1	1	"family with sequence similarity 92, member A1"	lg	0.197411507	0.243989985	0.451427802
221666_s_at	2	oral breast	"1,1"	"nov_set.a,nov_set.a"	-0.880118445	-0.854484351	1	29108	PYCARD	chr16p12-p11.2	12	PYD and CARD domain containing	lg	0.233892298	0.239211737	0.429672834
202301_s_at	2	oral breast	"1,1"	"nov_set.a,nov_set.a"	0.733518883	0.535833952	1	65117	RSRC2	chr12q24.31	10	arginine/serine-rich coiled-coil 2	lg	0.207595993	0.287499662	0.390770978
212629_s_at	2	oral breast	"1,1"	"nov_set.a,nov_set.a"	0.487640298	0.815330117	1	5586	PKN2	chr1p22.2	8	protein kinase N2	lg	0.223060558	0.317470761	0.323455189
208720_s_at	2	oral breast	"1,1"	"nov_set.a,nov_set.a"	0.452104646	0.646467527	1	9584	RBM39	chr20q11.22	21	RNA binding motif protein 39	lg	0.195614212	0.310158457	0.457139654
213750_at	2	oral colon	"1,1"	"nov_set.a,nov_set.a"	0.358187162	1.392099671	1	26156	RSL1D1	chr16p13.13	3	ribosomal L1 domain containing 1	lg	0.274468169	0.268751844	0.318617742
201152_s_at	2	oral breast	"1,1"	"g.lv7.ALL,g.lv7.ALL"	0.104596587	1.877886004	1	4154	MBNL1	chr3q25	17	muscleblind-like (Drosophila)	x	0.226501801	0.313709676	0.411351681
209848_s_at	2	oral gbm	"1,1"	"g.lv7.ALL,g.lv7.ALL"	-0.119821454	-1.930849759	1	6490	SILV	chr12q13-q14	7	silver homolog (mouse)	x	0.233955358	0.293290658	0.43159594
226326_at	2	oral breast	"1,1"	"g.lv6.csc.Esc,g.lv6.csc.Esc"	0.458718887	2.042394196	1	84333	PCGF5	chr10q23.32	2	polycomb group ring finger 5	x	0.241429747	0.297936381	0.207963836
221378_at	2	oral breast	"1,1"	"g.lv5.p.csc,g.lv5.p.csc"	-0.026932727	-1.514802902	1	9350	CER1	chr9p23-p22	8	"cerberus 1, cysteine knot superfamily, homolog (Xenopus laevis)"	x	0.213053381	0.326056305	0.360153353
1554777_at	2	oral breast	"1,1"	"g.lv5.p.csc,g.lv5.p.csc"	-0.065793731	-1.830773842	1	132625	ZFP42	chr4q35.2	3	zinc finger protein 42 homolog (mouse)	x	0.188034245	0.147909988	0.419878078
240301_at	2	oral breast	"1,1"	"g.lv5.p.csc,g.lv5.p.csc"	-0.106657515	-1.846586014	1	151871	DPPA2	chr3q13.13	4	developmental pluripotency associated 2	x	0.174723956	0.272470217	0.358950839
202265_at	2	oral breast	"1,1"	"g.lv3.csc,g.lv3.csc"	0.163061613	1.516664289	1	648	BMI1	chr10p11.23	5	BMI1 polycomb ring finger oncogene	x	0.267685853	0.337187729	0.46238572
224049_at	2	oral gbm	"1,1"	"g.lv3.csc,g.lv3.csc"	-0.191478613	-1.414356794	1	89822	KCNK17	chr6p21.1	6	"potassium channel, subfamily K, member 17"	x	0.233954124	0.315170038	0.342028548
200049_at	2	oral breast	"1,1"	"g.lv3.csc,g.lv3.csc"	-0.289293953	-1.542079707	1	11143	MYST2	chr17q21.32	7	MYST histone acetyltransferase 2	x	0.208272545	0.288898965	0.310341805
215709_at	2	oral gbm	"1,1"	"g.lv3.csc,g.lv3.csc"	-0.717326036	-1.001431489	2	100134355   5558	LOC100134355 /// PRIM2	chr6p12-p11.1	6	"similar to Primase, DNA, polypeptide 2 (58kDa) /// primase, DNA, polypeptide 2 (58kDa)"	x	0.199733152	0.24404575	0.430766688
206748_s_at	2	oral gbm	"1,1"	"g.lv3.csc,g.lv3.csc"	0.410561061	1.628402209	1	9043	SPAG9	chr17q21.33	18	sperm associated antigen 9	x	0.232119292	0.231945615	0.299321521
234102_at	2	oral breast	"1,1"	"g.lv3.csc,g.lv3.csc"	-0.310298053	-1.592151483	1	65997	RASL11B	chr4q12	1	"RAS-like, family 11, member B, mRNA (cDNA clone MGC:34182 IMAGE:5209000)"	x	0.183690416	0.306752678	0.306286993
221230_s_at	2	oral breast	"1,1"	"g.lv3.csc,g.lv3.csc"	0.654967934	0.716324783	1	51742	ARID4B	chr1q42.1-q43	7	AT rich interactive domain 4B (RBP1-like)	x	0.235769324	0.369924257	0.459553028
225018_at	2	oral colon	"1,1"	"g.lv3.csc,g.lv3.csc"	0.322228835	1.665232762	1	56907	SPIRE1	chr18p11.21	5	spire homolog 1 (Drosophila)	x	0.249345541	0.231324311	0.343891671
217936_at	2	oral breast	"1,1"	"g.lv3.csc,g.lv3.csc"	0.525730685	1.126242879	1	394	ARHGAP5	chr14q12	3	Rho GTPase activating protein 5	x	0.261992797	0.343478401	0.46037433
233849_s_at	2	oral breast	"1,1"	"g.lv3.csc,g.lv3.csc"	0.494794831	1.308387689	1	394	ARHGAP5	chr14q12	3	Rho GTPase activating protein 5	x	0.194520693	0.341078878	0.463380481
211063_s_at	2	oral gbm	"1,1"	"g.lv3.csc,g.lv3.csc"	0.296036488	1.123071679	1	4690	NCK1	chr3q21	3	NCK adaptor protein 1	x	0.232428647	0.311497215	0.474329573
232220_at	2	oral gbm	"1,1"	"g.lv3.csc,g.lv3.csc"	-0.548913822	-1.460939542	1	338324	S100A7A	chr1q21.3	1	S100 calcium binding protein A7A	x	0.175223348	0.273945388	0.339705106
213112_s_at	2	colon breast	"1,1"	"lv_set.a,lv_set.a"	-0.260230891	1.252908669	1	8878	SQSTM1	chr5q35	3	sequestosome 1	sf	0.267565679	0.178195002	0.184154308
204214_s_at	2	colon breast	"1,1"	"lv_set.a,lv_set.a"	0.082192909	1.585202428	1	10981	RAB32	chr6q24.3	4	"RAB32, member RAS oncogene family"	sf	0.23536886	0.231926912	0.239730213
209496_at	2	colon breast	"1,1"	"lv_set.a,lv_set.a"	0.040523206	-1.286795507	1	5919	RARRES2	chr7q36.1	8	retinoic acid receptor responder (tazarotene induced) 2	sf	0.236046192	0.274533682	0.266713292
213006_at	2	colon gbm	"1,1"	"lv_set.a,lv_set.a"	0.41648666	1.290475013	1	1052	CEBPD	chr8p11.2-p11.1	4	"CCAAT/enhancer binding protein (C/EBP), delta"	sf	0.245407365	0.206619505	0.209231014
208939_at	2	colon breast	"2,2"	"lv_set.a g.lv5.p.csc,lv_set.a g.lv5.p.csc"	-0.268893039	-1.770093825	1	22929	SEPHS1	chr10p14	5	selenophosphate synthetase 1	sf	0.252585803	0.315013185	0.436208792
226858_at	2	colon breast	"1,1"	"nov_set.a,nov_set.a"	0.839604727	1.02726347	1	1454	CSNK1E	chr22q13.1	1	"casein kinase 1, epsilon"	com	0.229564367	0.280712858	0.36169359
224454_at	2	colon breast	"1,1"	"nov_set.a,nov_set.a"	0.839064525	0.79181866	1	55500	ETNK1	chr12p12.1	2	ethanolamine kinase 1	com	0.227515757	0.177938057	0.223553909
204017_at	2	colon gbm	"1,1"	"nov_set.a,nov_set.a"	0.363295934	1.361724937	1	11015	KDELR3	chr22q13.1	4	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 3	br	0.248273265	0.236254338	0.432028237
218058_at	2	colon gbm	"1,1"	"nov_set.a,nov_set.a"	-0.367074611	-0.944450713	1	30827	CXXC1	chr18q12	8	CXXC finger 1 (PHD domain)	br	0.22619795	0.218028983	0.222279919
205078_at	2	colon gbm	"1,1"	"nov_set.a,nov_set.a"	-0.226888981	-0.551702494	1	5281	PIGF	chr2p21-p16	8	"phosphatidylinositol glycan anchor biosynthesis, class F"	br	0.211169257	0.24710516	0.377665834
215699_x_at	2	colon gbm	"1,1"	"nov_set.a,nov_set.a"	-0.176817727	0.172947057	1	9814	SFI1	chr22q12.2	8	"Sfi1 homolog, spindle assembly associated (yeast)"	br	0.249593183	0.227511722	0.378124642
